study_name,time,sample_number,total_krill_abundance,krill_abundance_16mm_to_20mm,krill_abundance_21mm_to_25mm,krill_abundance_26mm_to_30mm,krill_abundance_31mm_to_35mm,krill_abundance_36mm_to_40mm,krill_abundance_41mm_to_45mm,krill_abundance_46mm_to_50mm,krill_abundance_51mm_to_55mm,krill_abundance_56mm_to_60mm,krill_abundance_61mm_to_65mm
PAL9798,1998-01-21T00:00:00Z,31483,72,0,0,0,16,50,6,0,0,0,0
PAL9798,1998-01-21T00:00:00Z,31484,53,0,0,0,20,20,13,0,0,0,0
PAL9798,1998-01-26T00:00:00Z,31485,52,0,0,1,10,24,17,0,0,0,0
PAL9798,1998-01-26T00:00:00Z,31486,82,0,2,5,51,24,0,0,0,0,0
PAL9798,1998-01-26T00:00:00Z,31487,62,0,0,3,31,27,1,0,0,0,0
PAL9798,1998-01-26T00:00:00Z,31488,51,0,0,0,29,20,2,0,0,0,0
PAL9798,1998-01-26T00:00:00Z,31489,51,0,0,2,31,18,0,0,0,0,0
PAL9798,1998-01-31T00:00:00Z,31490,54,0,0,1,4,28,19,2,0,0,0
PAL9798,1998-01-31T00:00:00Z,31491,83,0,0,1,18,46,17,1,0,0,0
PAL9798,1998-01-31T00:00:00Z,31492,55,0,0,1,13,29,11,1,0,0,0
PAL9798,1998-01-31T00:00:00Z,31493,73,0,0,1,13,32,20,7,0,0,0
PAL9798,1998-01-31T00:00:00Z,31494,92,0,1,1,24,48,16,2,0,0,0
PAL9798,1998-02-05T00:00:00Z,31495,75,0,0,1,16,39,18,1,0,0,0
PAL9798,1998-02-05T00:00:00Z,31496,97,0,0,0,4,61,28,3,1,0,0
PAL9798,1998-02-05T00:00:00Z,31497,79,0,0,1,18,33,21,6,0,0,0
PAL9798,1998-02-05T00:00:00Z,31498,88,0,0,0,24,48,14,2,0,0,0
PAL9798,1998-02-05T00:00:00Z,31499,88,0,2,4,24,42,12,2,2,0,0
PAL9798,1998-02-10T00:00:00Z,31500,76,0,0,0,1,25,43,7,0,0,0
PAL9798,1998-02-10T00:00:00Z,31501,54,0,1,0,15,29,9,0,0,0,0
PAL9798,1998-02-10T00:00:00Z,31502,12,0,0,1,1,7,3,0,0,0,0
PAL9798,1998-02-10T00:00:00Z,31503,67,0,0,0,7,30,29,1,0,0,0
PAL9798,1998-02-10T00:00:00Z,31504,74,0,0,2,11,32,18,9,2,0,0
PAL9798,1998-02-15T00:00:00Z,31505,75,0,2,1,15,37,17,3,0,0,0
PAL9798,1998-02-15T00:00:00Z,31506,93,0,0,1,19,43,25,5,0,0,0
PAL9798,1998-02-15T00:00:00Z,31507,68,0,0,4,16,30,16,2,0,0,0
PAL9798,1998-02-15T00:00:00Z,31508,82,0,1,2,10,39,24,6,0,0,0
PAL9798,1998-02-15T00:00:00Z,31509,55,0,0,0,7,30,18,0,0,0,0
PAL9798,1998-02-20T00:00:00Z,31510,101,0,0,0,8,41,42,9,1,0,0
PAL9798,1998-02-20T00:00:00Z,31511,81,0,0,1,28,27,23,2,0,0,0
PAL9798,1998-02-20T00:00:00Z,31512,67,0,0,0,13,28,22,4,0,0,0
PAL9798,1998-02-20T00:00:00Z,31513,110,0,0,2,16,43,41,8,0,0,0
PAL9798,1998-02-20T00:00:00Z,31514,80,0,1,0,13,32,31,3,0,0,0
PAL9899,1999-01-06T00:00:00Z,32465,53,1,0,1,15,23,10,2,1,0,0
PAL9899,1999-01-06T00:00:00Z,32466,63,0,0,2,20,26,12,3,0,0,0
PAL9899,1999-01-06T00:00:00Z,32467,47,0,1,0,15,23,8,0,0,0,0
PAL9899,1999-01-06T00:00:00Z,32468,84,0,0,1,10,25,37,9,2,0,0
PAL9899,1999-01-06T00:00:00Z,32469,47,0,0,0,11,25,10,1,0,0,0
PAL9899,1999-01-11T00:00:00Z,32470,50,0,0,0,10,23,17,0,0,0,0
PAL9899,1999-01-11T00:00:00Z,32471,86,0,0,4,24,40,17,1,0,0,0
PAL9899,1999-01-11T00:00:00Z,32472,86,0,0,3,16,36,21,10,0,0,0
PAL9899,1999-01-11T00:00:00Z,32473,50,0,0,0,9,31,8,2,0,0,0
PAL9899,1999-01-11T00:00:00Z,32474,64,0,0,0,2,25,31,5,1,0,0
PAL9899,1999-01-16T00:00:00Z,32475,72,0,0,1,13,32,20,6,0,0,0
PAL9899,1999-01-16T00:00:00Z,32476,46,0,0,0,9,14,21,2,0,0,0
PAL9899,1999-01-16T00:00:00Z,32477,47,0,0,3,7,20,16,1,0,0,0
PAL9899,1999-01-16T00:00:00Z,32478,82,0,0,0,2,22,36,19,3,0,0
PAL9899,1999-01-16T00:00:00Z,32479,81,0,0,1,18,27,31,4,0,0,0
PAL9899,1999-01-21T00:00:00Z,32480,37,0,0,0,6,11,18,2,0,0,0
PAL9899,1999-01-21T00:00:00Z,32481,53,0,0,0,2,19,26,6,0,0,0
PAL9899,1999-01-21T00:00:00Z,32482,64,0,0,1,17,30,14,2,0,0,0
PAL9899,1999-01-21T00:00:00Z,32483,52,0,0,0,3,20,21,7,1,0,0
PAL9899,1999-01-21T00:00:00Z,32484,52,0,0,0,4,22,21,3,2,0,0
PAL9899,1999-01-26T00:00:00Z,32485,74,0,0,1,5,24,38,6,0,0,0
PAL9899,1999-01-26T00:00:00Z,32486,58,0,0,0,3,21,28,5,1,0,0
PAL9899,1999-01-26T00:00:00Z,32487,62,0,0,1,5,21,30,5,0,0,0
PAL9899,1999-01-26T00:00:00Z,32488,50,0,0,0,2,27,20,1,0,0,0
PAL9899,1999-01-26T00:00:00Z,32489,50,0,0,1,3,19,25,2,0,0,0
PAL9899,1999-02-01T00:00:00Z,32490,54,0,0,0,2,7,31,14,0,0,0
PAL9899,1999-02-01T00:00:00Z,32491,65,0,0,0,4,24,32,5,0,0,0
PAL9899,1999-02-01T00:00:00Z,32492,83,0,0,1,5,42,30,5,0,0,0
PAL9899,1999-02-01T00:00:00Z,32493,72,0,0,0,6,18,38,10,0,0,0
PAL9899,1999-02-01T00:00:00Z,32494,64,0,0,0,0,15,38,11,0,0,0
PAL9899,1999-02-05T00:00:00Z,32495,50,0,0,0,1,16,25,6,2,0,0
PAL9899,1999-02-05T00:00:00Z,32496,78,0,0,0,3,28,34,13,0,0,0
PAL9899,1999-02-05T00:00:00Z,32497,86,0,0,0,6,37,32,11,0,0,0
PAL9899,1999-02-05T00:00:00Z,32498,83,0,0,0,0,11,49,22,1,0,0
PAL9899,1999-02-05T00:00:00Z,32499,59,0,0,0,2,21,25,8,3,0,0
PAL9899,1999-02-11T00:00:00Z,32500,87,0,0,0,0,13,42,30,2,0,0
PAL9899,1999-02-11T00:00:00Z,32501,50,0,0,0,0,11,22,17,0,0,0
PAL9899,1999-02-11T00:00:00Z,32502,74,0,0,0,4,14,36,19,1,0,0
PAL9899,1999-02-11T00:00:00Z,32503,50,0,0,0,0,7,23,19,1,0,0
PAL9899,1999-02-11T00:00:00Z,32504,50,0,0,0,0,17,19,14,0,0,0
PAL9899,1999-02-16T00:00:00Z,32505,52,0,0,0,0,11,28,11,2,0,0
PAL9899,1999-02-16T00:00:00Z,32506,55,0,0,0,0,15,27,13,0,0,0
PAL9899,1999-02-16T00:00:00Z,32507,72,0,0,0,0,17,33,22,0,0,0
PAL9899,1999-02-16T00:00:00Z,32508,51,0,0,0,1,11,21,17,1,0,0
PAL9899,1999-02-16T00:00:00Z,32509,69,0,0,0,0,8,28,33,0,0,0
PAL9900,2000-01-09T00:00:00Z,-32071,50,0,0,0,0,5,16,27,2,0,0
PAL9900,2000-01-09T00:00:00Z,-32070,29,0,0,0,0,1,8,17,2,1,0
PAL9900,2000-01-09T00:00:00Z,-32069,86,0,0,0,1,13,27,36,9,0,0
PAL9900,2000-01-09T00:00:00Z,-32068,60,0,0,0,3,5,26,26,0,0,0
PAL9900,2000-01-09T00:00:00Z,-32067,53,0,0,1,2,6,16,22,6,0,0
PAL9900,2000-01-13T00:00:00Z,-32066,6,0,0,0,0,0,2,4,0,0,0
PAL9900,2000-01-13T00:00:00Z,-32065,63,0,0,0,0,3,17,28,13,2,0
PAL9900,2000-01-13T00:00:00Z,-32064,50,0,0,0,1,8,24,15,2,0,0
PAL9900,2000-01-13T00:00:00Z,-32063,50,0,1,2,1,2,16,20,8,0,0
PAL9900,2000-01-13T00:00:00Z,-32062,84,0,1,2,1,2,10,44,22,2,0
PAL9900,2000-01-18T00:00:00Z,-32061,46,0,0,0,1,0,4,15,19,7,0
PAL9900,2000-01-18T00:00:00Z,-32060,71,0,0,0,0,1,18,30,18,4,0
PAL9900,2000-01-18T00:00:00Z,-32059,79,0,0,1,1,2,12,43,19,1,0
PAL9900,2000-01-18T00:00:00Z,-32058,82,0,0,11,9,7,23,21,10,1,0
PAL9900,2000-01-18T00:00:00Z,-32057,71,0,0,0,1,0,0,35,30,5,0
PAL9900,2000-01-25T00:00:00Z,-32056,76,0,0,0,0,2,22,41,11,0,0
PAL9900,2000-01-25T00:00:00Z,-32055,76,0,0,1,1,3,33,31,7,0,0
PAL9900,2000-01-25T00:00:00Z,-32054,60,0,0,3,2,2,12,25,15,1,0
PAL9900,2000-01-25T00:00:00Z,-32053,39,0,0,0,1,5,13,19,1,0,0
PAL9900,2000-01-25T00:00:00Z,-32052,39,0,0,0,1,0,14,18,6,0,0
PAL9900,2000-01-29T00:00:00Z,-32051,93,0,0,4,6,12,51,17,3,0,0
PAL9900,2000-01-29T00:00:00Z,-32050,88,0,0,1,4,11,53,18,1,0,0
PAL9900,2000-01-29T00:00:00Z,-32049,72,0,1,1,3,3,15,37,11,1,0
PAL9900,2000-01-29T00:00:00Z,-32048,50,0,0,1,1,1,20,19,8,0,0
PAL9900,2000-01-29T00:00:00Z,-32047,58,0,0,0,1,1,8,33,15,0,0
PAL9900,2000-02-04T00:00:00Z,-32046,53,0,0,0,4,3,11,19,15,1,0
PAL9900,2000-02-04T00:00:00Z,-32045,80,0,0,0,2,9,33,35,1,0,0
PAL9900,2000-02-04T00:00:00Z,-32044,93,0,0,0,1,5,9,46,30,2,0
PAL9900,2000-02-04T00:00:00Z,-32043,50,0,0,0,0,5,14,26,5,0,0
PAL9900,2000-02-04T00:00:00Z,-32042,57,0,0,0,0,1,10,29,17,0,0
PAL9900,2000-02-07T00:00:00Z,-32041,50,0,0,0,0,8,24,14,4,0,0
PAL9900,2000-02-07T00:00:00Z,-32040,51,0,0,1,0,1,25,22,2,0,0
PAL9900,2000-02-07T00:00:00Z,-32039,100,0,1,1,3,7,29,44,14,1,0
PAL9900,2000-02-07T00:00:00Z,-32038,50,0,0,0,1,4,23,16,6,0,0
PAL9900,2000-02-07T00:00:00Z,-32037,86,0,0,1,10,4,23,31,17,0,0
PAL9900,2000-02-11T00:00:00Z,-32036,75,0,0,1,2,12,29,22,9,0,0
PAL9900,2000-02-11T00:00:00Z,-32035,32,0,0,0,3,2,12,12,3,0,0
PAL9900,2000-02-11T00:00:00Z,-32034,48,0,0,0,1,4,14,22,7,0,0
PAL9900,2000-02-11T00:00:00Z,-32033,38,0,0,0,0,5,12,11,10,0,0
PAL9900,2000-02-11T00:00:00Z,-32032,50,0,0,0,0,7,22,17,2,2,0
PAL0001,2000-12-27T00:00:00Z,1,50,2,22,5,3,1,1,8,7,1,0
PAL0001,2000-12-27T00:00:00Z,2,33,0,0,0,0,1,1,12,17,2,0
PAL0001,2000-12-27T00:00:00Z,3,50,1,10,3,3,0,3,14,14,2,0
PAL0001,2000-12-27T00:00:00Z,4,37,0,2,1,1,0,6,15,12,0,0
PAL0001,2000-12-27T00:00:00Z,5,54,3,11,2,2,0,4,13,17,2,0
PAL0001,2001-01-09T00:00:00Z,6,58,0,1,7,21,5,0,11,11,2,0
PAL0001,2001-01-09T00:00:00Z,7,76,0,2,7,12,1,7,30,13,4,0
PAL0001,2001-01-09T00:00:00Z,8,51,0,1,8,15,4,2,6,13,2,0
PAL0001,2001-01-09T00:00:00Z,9,51,0,0,7,14,3,2,9,12,3,1
PAL0001,2001-01-09T00:00:00Z,10,52,1,0,9,9,3,3,8,12,7,0
PAL0001,2001-01-12T00:00:00Z,11,50,0,0,0,0,0,2,17,22,9,0
PAL0001,2001-01-12T00:00:00Z,12,14,0,0,0,0,0,2,8,4,0,0
PAL0001,2001-01-12T00:00:00Z,13,74,0,0,0,0,0,3,28,38,5,0
PAL0001,2001-01-12T00:00:00Z,14,51,0,0,10,9,4,1,12,11,4,0
PAL0001,2001-01-12T00:00:00Z,15,51,0,0,0,0,0,0,18,25,7,1
PAL0001,2001-01-18T00:00:00Z,16,53,0,0,0,0,1,1,21,24,6,0
PAL0001,2001-01-18T00:00:00Z,17,52,0,0,1,8,3,7,14,17,2,0
PAL0001,2001-01-18T00:00:00Z,18,61,0,0,1,3,4,4,20,23,6,0
PAL0001,2001-01-18T00:00:00Z,19,54,0,0,1,13,6,1,8,14,10,1
PAL0001,2001-01-18T00:00:00Z,20,56,0,0,3,10,9,2,15,16,1,0
PAL0001,2001-01-24T00:00:00Z,21,80,0,0,5,40,5,4,8,13,4,1
PAL0001,2001-01-24T00:00:00Z,22,52,0,0,0,0,1,7,11,24,8,1
PAL0001,2001-01-24T00:00:00Z,23,51,0,0,0,0,3,2,18,23,5,0
PAL0001,2001-01-24T00:00:00Z,24,82,0,0,0,0,0,7,20,47,8,0
PAL0001,2001-01-24T00:00:00Z,25,74,0,0,0,1,0,2,29,30,12,0
PAL0001,2001-01-30T00:00:00Z,26,51,0,0,0,0,0,2,20,24,5,0
PAL0001,2001-01-30T00:00:00Z,27,33,1,5,1,1,0,0,11,12,2,0
PAL0001,2001-01-30T00:00:00Z,28,52,0,0,0,0,0,1,15,21,15,0
PAL0001,2001-01-30T00:00:00Z,29,11,0,0,0,0,0,0,2,6,3,0
PAL0001,2001-01-30T00:00:00Z,30,45,0,0,0,1,0,6,14,20,4,0
PAL0001,2001-02-03T00:00:00Z,31,9,0,1,1,0,0,0,0,7,0,0
PAL0001,2001-02-03T00:00:00Z,32,50,1,5,0,0,3,4,21,16,0,0
PAL0001,2001-02-03T00:00:00Z,33,26,0,0,0,1,1,1,6,17,0,0
PAL0001,2001-02-03T00:00:00Z,34,22,0,0,0,0,0,1,14,7,0,0
PAL0001,2001-02-03T00:00:00Z,35,47,0,2,7,10,1,6,15,6,0,0
PAL0001,2001-02-10T00:00:00Z,36,52,0,0,0,7,6,1,11,25,2,0
PAL0001,2001-02-10T00:00:00Z,37,50,0,0,0,2,4,0,23,14,7,0
PAL0001,2001-02-10T00:00:00Z,38,69,0,0,0,3,3,2,22,36,2,1
PAL0001,2001-02-10T00:00:00Z,39,86,0,1,4,19,47,14,0,0,1,0
PAL0001,2001-02-10T00:00:00Z,40,38,0,0,0,1,0,1,15,15,6,0
PAL0001,2001-02-15T00:00:00Z,41,107,0,0,0,9,11,13,31,33,10,0
PAL0001,2001-02-15T00:00:00Z,42,53,0,0,0,4,1,0,15,25,7,1
PAL0001,2001-02-15T00:00:00Z,43,63,0,0,0,1,0,3,25,27,7,0
PAL0001,2001-02-15T00:00:00Z,44,50,0,0,0,0,0,1,23,21,5,0
PAL0001,2001-02-15T00:00:00Z,45,55,0,0,0,3,6,5,18,18,5,0
PAL0102,2001-12-05T00:00:00Z,1001,12,0,4,3,0,1,4,0,0,0,0
PAL0102,2001-12-05T00:00:00Z,1002,50,20,15,2,2,2,0,0,5,4,0
PAL0102,2001-12-05T00:00:00Z,1003,0,0,0,0,0,0,0,0,0,0,0
PAL0102,2001-12-05T00:00:00Z,1004,3,0,0,1,0,1,1,0,0,0,0
PAL0102,2001-12-28T00:00:00Z,1005,51,0,0,1,4,18,16,9,3,0,0
PAL0102,2001-12-28T00:00:00Z,1006,46,0,0,0,1,9,10,11,14,1,0
PAL0102,2001-12-28T00:00:00Z,1007,47,0,3,3,1,12,14,6,7,1,0
PAL0102,2001-12-28T00:00:00Z,1008,4,0,0,0,0,0,1,1,2,0,0
PAL0102,2001-12-28T00:00:00Z,1009,40,0,0,0,0,5,22,10,3,0,0
PAL0102,2002-01-07T00:00:00Z,1010,0,0,0,0,0,0,0,0,0,0,0
PAL0102,2002-01-07T00:00:00Z,1011,29,0,0,1,2,17,5,2,2,0,0
PAL0102,2002-01-07T00:00:00Z,1012,50,0,2,6,16,15,11,0,0,0,0
PAL0102,2002-01-07T00:00:00Z,1013,55,1,4,14,4,22,3,3,4,0,0
PAL0102,2002-01-07T00:00:00Z,1014,20,0,0,1,5,10,4,0,0,0,0
PAL0102,2002-01-15T00:00:00Z,1015,36,0,0,3,16,8,5,2,2,0,0
PAL0102,2002-01-15T00:00:00Z,1016,51,0,0,0,4,26,16,3,2,0,0
PAL0102,2002-01-15T00:00:00Z,1017,60,0,0,0,1,2,5,32,19,1,0
PAL0102,2002-01-15T00:00:00Z,1018,50,0,0,1,5,7,16,6,8,7,0
PAL0102,2002-01-15T00:00:00Z,1019,121,0,0,3,23,53,25,12,5,0,0
PAL0102,2002-01-21T00:00:00Z,1020,59,0,0,1,3,4,11,22,16,2,0
PAL0102,2002-01-21T00:00:00Z,1021,29,0,0,2,2,5,2,9,4,5,0
PAL0102,2002-01-21T00:00:00Z,1022,50,0,0,0,1,4,5,14,22,4,0
PAL0102,2002-01-21T00:00:00Z,1023,43,0,0,2,7,12,7,5,7,2,1
PAL0102,2002-01-21T00:00:00Z,1024,25,0,2,3,9,7,0,0,3,1,0
PAL0102,2002-01-31T00:00:00Z,1025,112,0,2,2,16,53,17,10,11,1,0
PAL0102,2002-01-31T00:00:00Z,1026,45,0,0,0,0,2,7,18,14,4,0
PAL0102,2002-01-31T00:00:00Z,1027,54,0,0,1,5,20,10,13,3,2,0
PAL0102,2002-01-31T00:00:00Z,1028,20,0,3,1,0,4,0,4,6,2,0
PAL0102,2002-01-31T00:00:00Z,1029,52,0,0,0,2,8,4,9,22,7,0
PAL0102,2002-02-09T00:00:00Z,1030,7,0,0,0,1,1,1,0,4,0,0
PAL0102,2002-02-09T00:00:00Z,1031,56,0,0,4,6,3,3,16,18,6,0
PAL0102,2002-02-09T00:00:00Z,1032,57,0,2,2,5,11,10,17,9,1,0
PAL0102,2002-02-09T00:00:00Z,1033,43,0,0,0,9,23,10,1,0,0,0
PAL0102,2002-02-09T00:00:00Z,1034,60,0,1,6,24,17,7,2,3,0,0
PAL0102,2002-02-22T00:00:00Z,1035,58,0,1,6,19,25,5,2,0,0,0
PAL0102,2002-02-22T00:00:00Z,1036,0,0,0,0,0,0,0,0,0,0,0
PAL0102,2002-02-22T00:00:00Z,1037,85,0,0,2,13,32,28,10,0,0,0
PAL0203,2002-12-10T00:00:00Z,2001,50,0,2,3,26,18,1,0,0,0,0
PAL0203,2002-12-10T00:00:00Z,2002,67,0,0,8,31,23,5,0,0,0,0
PAL0203,2002-12-10T00:00:00Z,2003,50,1,1,7,23,16,2,0,0,0,0
PAL0203,2002-12-10T00:00:00Z,2004,50,0,0,3,33,12,2,0,0,0,0
PAL0203,2002-12-10T00:00:00Z,2005,57,0,1,14,30,10,2,0,0,0,0
PAL0203,2002-12-22T00:00:00Z,2006,61,0,1,2,28,26,3,1,0,0,0
PAL0203,2002-12-22T00:00:00Z,2007,0,0,0,0,0,0,0,0,0,0,0
PAL0203,2002-12-22T00:00:00Z,2008,50,0,4,4,30,10,1,1,0,0,0
PAL0203,2002-12-22T00:00:00Z,2009,50,0,0,1,24,16,5,4,0,0,0
PAL0203,2002-12-22T00:00:00Z,2010,51,0,0,9,29,13,0,0,0,0,0
PAL0203,2002-12-29T00:00:00Z,2011,53,0,3,4,15,22,6,1,2,0,0
PAL0203,2002-12-29T00:00:00Z,2012,50,0,1,8,34,7,0,0,0,0,0
PAL0203,2002-12-29T00:00:00Z,2013,29,7,2,7,13,0,0,0,0,0,0
PAL0203,2002-12-29T00:00:00Z,2014,50,0,1,7,24,16,2,0,0,0,0
PAL0203,2002-12-29T00:00:00Z,2015,52,0,1,14,23,11,1,2,0,0,0
PAL0203,2003-01-05T00:00:00Z,2016,14,0,2,2,6,2,1,1,0,0,0
PAL0203,2003-01-05T00:00:00Z,2017,51,0,0,1,28,19,3,0,0,0,0
PAL0203,2003-01-05T00:00:00Z,2018,73,1,6,7,3,8,24,18,6,0,0
PAL0203,2003-01-05T00:00:00Z,2019,56,0,1,8,40,7,0,0,0,0,0
PAL0203,2003-01-05T00:00:00Z,2020,77,0,2,12,53,10,0,0,0,0,0
PAL0203,2003-01-15T00:00:00Z,2021,79,0,1,10,48,16,4,0,0,0,0
PAL0203,2003-01-15T00:00:00Z,2022,117,1,2,7,35,39,22,7,4,0,0
PAL0203,2003-01-15T00:00:00Z,2023,90,0,5,14,33,25,13,0,0,0,0
PAL0203,2003-01-15T00:00:00Z,2024,138,0,0,3,23,36,44,19,13,0,0
PAL0203,2003-01-27T00:00:00Z,2025,79,0,3,5,25,33,11,2,0,0,0
PAL0203,2003-01-27T00:00:00Z,2026,88,0,2,5,43,33,5,0,0,0,0
PAL0203,2003-01-27T00:00:00Z,2027,126,0,12,29,55,25,5,0,0,0,0
PAL0203,2003-01-27T00:00:00Z,2028,94,0,0,3,42,44,4,1,0,0,0
PAL0203,2003-01-27T00:00:00Z,2029,51,0,0,2,31,14,3,1,0,0,0
PAL0203,2003-02-10T00:00:00Z,2030,131,0,0,24,35,40,25,7,0,0,0
PAL0203,2003-02-10T00:00:00Z,2031,93,0,1,1,12,30,41,8,0,0,0
PAL0203,2003-02-10T00:00:00Z,2032,53,0,0,1,3,14,24,11,0,0,0
PAL0203,2003-02-10T00:00:00Z,2033,75,0,0,0,3,23,30,18,1,0,0
PAL0304,2004-01-15T00:00:00Z,3001,56,0,0,0,9,30,14,3,0,0,0
PAL0304,2004-01-15T00:00:00Z,3002,56,0,0,1,17,24,13,1,0,0,0
PAL0304,2004-01-15T00:00:00Z,3003,60,0,0,0,6,26,22,6,0,0,0
PAL0304,2004-01-15T00:00:00Z,3004,54,0,0,0,21,23,9,1,0,0,0
PAL0304,2004-01-15T00:00:00Z,3005,64,0,0,0,10,33,19,2,0,0,0
PAL0304,2004-01-25T00:00:00Z,3006,68,0,0,0,3,33,24,6,2,0,0
PAL0304,2004-01-25T00:00:00Z,3007,55,0,0,1,9,31,13,1,0,0,0
PAL0304,2004-01-25T00:00:00Z,3008,62,0,0,3,26,29,4,0,0,0,0
PAL0304,2004-01-25T00:00:00Z,3009,56,0,0,0,6,23,23,4,0,0,0
PAL0304,2004-01-25T00:00:00Z,3010,51,0,0,0,11,28,12,0,0,0,0
PAL0304,2004-02-05T00:00:00Z,3011,61,0,0,1,4,27,22,7,0,0,0
PAL0304,2004-02-05T00:00:00Z,3012,29,0,0,0,8,8,9,4,0,0,0
PAL0304,2004-02-05T00:00:00Z,3013,9,0,0,0,0,4,1,4,0,0,0
PAL0304,2004-02-05T00:00:00Z,3014,54,0,0,1,4,21,15,10,3,0,0
PAL0304,2004-02-05T00:00:00Z,3015,24,0,0,0,2,5,10,7,0,0,0
PAL0405,2005-01-12T00:00:00Z,4001,50,0,0,0,0,2,23,24,1,0,0
PAL0405,2005-01-12T00:00:00Z,4002,63,0,0,1,0,5,12,39,6,0,0
PAL0405,2005-01-12T00:00:00Z,4003,67,0,1,0,0,7,42,17,0,0,0
PAL0405,2005-01-12T00:00:00Z,4004,51,0,0,0,0,7,28,14,2,0,0
PAL0405,2005-01-12T00:00:00Z,4005,51,0,0,0,0,4,25,22,0,0,0
PAL0405,2005-01-21T00:00:00Z,4006,53,0,0,0,0,0,28,25,0,0,0
PAL0405,2005-01-21T00:00:00Z,4007,34,0,0,1,0,1,24,7,1,0,0
PAL0405,2005-01-21T00:00:00Z,4008,52,0,0,0,0,1,13,29,8,1,0
PAL0405,2005-01-21T00:00:00Z,4009,51,0,0,0,1,3,33,14,0,0,0
PAL0405,2005-01-21T00:00:00Z,4010,42,0,0,0,2,3,24,11,2,0,0
PAL0405,2005-02-01T00:00:00Z,4011,43,0,0,1,4,5,22,11,0,0,0
PAL0405,2005-02-01T00:00:00Z,4012,27,0,1,0,1,7,15,3,0,0,0
PAL0405,2005-02-01T00:00:00Z,4013,59,0,0,0,0,6,34,17,2,0,0
PAL0405,2005-02-01T00:00:00Z,4014,56,0,0,0,0,6,22,25,3,0,0
PAL0405,2005-02-01T00:00:00Z,4015,52,0,1,0,0,2,26,21,2,0,0
PAL0506,2005-12-27T00:00:00Z,5001,0,0,0,0,0,0,0,0,0,0,0
PAL0506,2005-12-27T00:00:00Z,5002,6,0,0,0,0,0,0,3,3,0,0
PAL0506,2005-12-27T00:00:00Z,5003,50,0,0,0,0,0,8,29,13,0,0
PAL0506,2005-12-27T00:00:00Z,5004,50,0,0,0,0,1,14,30,5,0,0
PAL0506,2005-12-27T00:00:00Z,5005,51,0,0,0,0,1,6,33,11,0,0
PAL0506,2005-12-27T00:00:00Z,5006,50,0,0,0,0,0,5,28,17,0,0
PAL0506,2006-01-11T00:00:00Z,5007,50,0,0,0,0,0,7,27,16,0,0
PAL0506,2006-01-11T00:00:00Z,5008,50,0,0,0,0,0,3,14,26,7,0
PAL0506,2006-01-11T00:00:00Z,5009,0,0,0,0,0,0,0,0,0,0,0
PAL0506,2006-01-11T00:00:00Z,5010,75,0,4,0,3,5,10,30,20,3,0
PAL0506,2006-01-11T00:00:00Z,5011,54,0,0,0,0,2,10,18,23,1,0
PAL0506,2006-01-25T00:00:00Z,5012,0,0,0,0,0,0,0,0,0,0,0
