study_name,time,sample_number,total_krill_abundance,krill_abundance_16mm_to_20mm,krill_abundance_21mm_to_25mm,krill_abundance_26mm_to_30mm,krill_abundance_31mm_to_35mm,krill_abundance_36mm_to_40mm,krill_abundance_41mm_to_45mm,krill_abundance_46mm_to_50mm,krill_abundance_51mm_to_55mm,krill_abundance_56mm_to_60mm,krill_abundance_61mm_to_65mm
PAL0506,2006-01-25T00:00:00Z,5013,0,0,0,0,0,0,0,0,0,0,0
PAL0506,2006-01-30T00:00:00Z,5014,73,0,0,0,0,1,9,27,31,5,0
PAL0506,2006-01-30T00:00:00Z,5015,73,0,0,0,1,1,8,34,26,3,0
PAL0607,2007-01-06T00:00:00Z,6001,40,0,5,9,1,4,10,10,1,0,0
PAL0607,2007-01-06T00:00:00Z,6002,50,0,14,9,3,2,10,8,4,0,0
PAL0607,2007-01-06T00:00:00Z,6003,50,1,12,14,4,9,10,0,0,0,0
PAL0607,2007-01-06T00:00:00Z,6004,51,2,18,24,5,0,1,0,1,0,0
PAL0607,2007-01-06T00:00:00Z,6005,44,0,0,0,0,6,11,19,7,1,0
PAL0607,2007-01-13T00:00:00Z,6006,50,1,0,12,10,12,9,4,2,0,0
PAL0607,2007-01-13T00:00:00Z,6007,50,0,4,23,4,3,10,3,3,0,0
PAL0607,2007-01-13T00:00:00Z,6008,56,1,9,9,2,6,13,13,3,0,0
PAL0607,2007-01-13T00:00:00Z,6009,50,0,0,3,0,4,29,13,1,0,0
PAL0607,2007-01-13T00:00:00Z,6010,52,0,3,18,2,4,23,2,0,0,0
PAL0607,2007-01-19T00:00:00Z,6011,50,0,0,0,2,2,11,27,6,2,0
PAL0607,2007-01-19T00:00:00Z,6012,51,0,0,4,5,6,22,7,6,1,0
PAL0607,2007-01-19T00:00:00Z,6013,51,0,1,8,13,6,11,11,1,0,0
PAL0607,2007-01-19T00:00:00Z,6014,50,0,2,11,14,7,13,2,0,1,0
PAL0607,2007-01-19T00:00:00Z,6015,52,0,0,12,13,5,13,9,0,0,0
PAL0607,2007-01-26T00:00:00Z,6016,56,0,1,23,16,3,3,6,4,0,0
PAL0607,2007-01-26T00:00:00Z,6017,50,0,0,1,1,1,8,20,15,4,0
PAL0607,2007-01-26T00:00:00Z,6018,58,0,0,0,0,0,1,19,28,10,0
PAL0607,2007-01-26T00:00:00Z,6019,52,0,2,11,7,1,6,9,16,0,0
PAL0607,2007-01-26T00:00:00Z,6020,50,0,1,11,11,7,13,7,0,0,0
PAL0607,2007-02-02T00:00:00Z,6021,56,0,1,26,21,2,1,1,2,2,0
PAL0607,2007-02-02T00:00:00Z,6022,51,0,0,11,6,1,2,19,11,1,0
PAL0607,2007-02-02T00:00:00Z,6023,51,0,0,2,21,5,7,8,5,3,0
PAL0607,2007-02-02T00:00:00Z,6024,50,0,1,6,2,1,9,11,17,3,0
PAL0607,2007-02-02T00:00:00Z,6025,50,0,2,5,13,7,5,9,8,1,0
PAL0708,2008-01-04T00:00:00Z,7001,50,0,0,1,12,20,14,3,0,0,0
PAL0708,2008-01-04T00:00:00Z,7002,50,0,0,0,3,6,20,13,7,1,0
PAL0708,2008-01-04T00:00:00Z,7003,50,0,1,1,8,19,13,8,0,0,0
PAL0708,2008-01-04T00:00:00Z,7004,48,0,0,0,6,20,13,7,2,0,0
PAL0708,2008-01-04T00:00:00Z,7005,50,0,0,0,9,14,18,4,4,1,0
PAL0708,2008-01-11T00:00:00Z,7006,52,0,0,1,18,31,1,1,0,0,0
PAL0708,2008-01-11T00:00:00Z,7007,50,0,2,0,13,28,7,0,0,0,0
PAL0708,2008-01-11T00:00:00Z,7008,51,0,2,4,35,4,6,0,0,0,0
PAL0708,2008-01-11T00:00:00Z,7009,50,0,1,0,9,26,12,1,1,0,0
PAL0708,2008-01-11T00:00:00Z,7010,53,0,1,4,25,21,1,1,0,0,0
PAL0708,2008-01-18T00:00:00Z,7011,50,0,2,2,24,19,3,0,0,0,0
PAL0708,2008-01-18T00:00:00Z,7012,44,0,0,0,4,6,11,15,8,0,0
PAL0708,2008-01-18T00:00:00Z,7013,50,0,3,0,12,33,2,0,0,0,0
PAL0708,2008-01-18T00:00:00Z,7014,51,0,1,4,22,20,4,0,0,0,0
PAL0708,2008-01-18T00:00:00Z,7015,44,0,0,1,3,16,16,6,1,0,1
PAL0708,2008-01-27T00:00:00Z,7016,52,0,10,10,9,12,8,3,0,0,0
PAL0708,2008-01-27T00:00:00Z,7017,50,0,1,3,1,12,26,6,1,0,0
PAL0708,2008-01-27T00:00:00Z,7018,50,0,2,1,8,25,9,3,2,0,0
PAL0708,2008-01-27T00:00:00Z,7019,51,0,0,2,8,20,13,7,1,0,0
PAL0708,2008-01-27T00:00:00Z,7020,50,0,3,0,7,20,15,2,1,2,0
PAL0708,2008-02-02T00:00:00Z,7021,50,0,2,12,11,13,11,1,0,0,0
PAL0708,2008-02-02T00:00:00Z,7022,50,0,2,9,6,24,8,1,0,0,0
PAL0708,2008-02-02T00:00:00Z,7023,51,0,0,9,10,22,10,0,0,0,0
PAL0708,2008-02-02T00:00:00Z,7024,50,0,0,1,4,19,20,6,0,0,0
PAL0708,2008-02-02T00:00:00Z,7025,58,1,4,9,5,20,14,5,0,0,0
PAL0809,2009-01-07T00:00:00Z,8001,50,0,0,6,20,18,4,1,1,0,0
PAL0809,2009-01-07T00:00:00Z,8002,50,0,0,3,8,15,15,6,3,0,0
PAL0809,2009-01-19T00:00:00Z,8003,50,0,0,2,8,24,9,5,2,0,0
PAL0809,2009-01-19T00:00:00Z,8004,3,0,0,1,1,1,0,0,0,0,0
PAL0809,2009-01-19T00:00:00Z,8005,50,0,0,0,5,16,6,10,12,1,0
PAL0809,2009-01-19T00:00:00Z,8006,52,0,0,1,17,11,5,6,8,4,0
PAL0809,2009-01-19T00:00:00Z,8007,50,0,0,7,13,19,7,1,3,0,0
PAL0809,2009-01-26T00:00:00Z,8008,12,0,0,1,1,2,5,2,1,0,0
PAL0809,2009-01-26T00:00:00Z,8009,10,0,0,0,1,4,3,2,0,0,0
PAL0809,2009-01-26T00:00:00Z,8010,6,0,0,2,3,0,1,0,0,0,0
PAL0809,2009-01-26T00:00:00Z,8011,40,2,1,5,6,9,12,5,0,0,0
PAL0809,2009-01-26T00:00:00Z,8012,24,0,0,0,2,6,10,6,0,0,0
PAL0809,2009-02-02T00:00:00Z,8013,34,0,0,0,7,16,6,3,2,0,0
PAL0809,2009-02-02T00:00:00Z,8014,40,0,0,0,2,7,10,15,5,1,0
PAL0809,2009-02-02T00:00:00Z,8015,50,0,0,0,5,14,6,14,10,1,0
PAL0809,2009-02-02T00:00:00Z,8016,41,0,0,0,1,5,8,18,9,0,0
PAL0809,2009-02-02T00:00:00Z,8017,49,0,0,0,2,20,11,13,3,0,0
PAL0910,2010-01-03T00:00:00Z,9001,22,0,0,0,1,4,6,11,0,0,0
PAL0910,2010-01-03T00:00:00Z,9002,35,0,0,0,1,3,17,14,0,0,0
PAL0910,2010-01-03T00:00:00Z,9003,26,0,0,0,0,5,11,9,1,0,0
PAL0910,2010-01-12T00:00:00Z,9004,72,0,3,13,18,8,10,15,5,0,0
PAL0910,2010-01-12T00:00:00Z,9005,40,0,0,0,0,1,18,17,4,0,0
PAL0910,2010-01-12T00:00:00Z,9006,79,0,0,2,4,9,26,35,3,0,0
PAL0910,2010-01-12T00:00:00Z,9007,41,0,0,1,0,4,14,16,6,0,0
PAL0910,2010-01-12T00:00:00Z,9008,88,0,5,37,24,1,8,11,2,0,0
PAL0910,2010-01-19T00:00:00Z,9009,88,0,0,1,3,1,19,51,13,0,0
PAL0910,2010-01-19T00:00:00Z,9010,45,0,0,0,0,0,7,28,10,0,0
PAL0910,2010-01-19T00:00:00Z,9011,47,0,0,0,1,3,15,23,5,0,0
PAL0910,2010-01-19T00:00:00Z,9012,56,0,0,0,0,2,12,39,3,0,0
PAL0910,2010-01-19T00:00:00Z,9013,53,0,0,0,0,1,14,25,12,1,0
PAL0910,2010-01-26T00:00:00Z,9014,52,0,0,0,4,0,17,23,8,0,0
PAL0910,2010-01-26T00:00:00Z,9015,29,0,0,1,2,0,8,14,4,0,0
PAL0910,2010-01-26T00:00:00Z,9016,37,0,1,0,1,2,10,15,8,0,0
PAL0910,2010-01-26T00:00:00Z,9017,29,0,0,6,5,4,3,9,2,0,0
PAL0910,2010-01-26T00:00:00Z,9018,115,0,0,3,24,12,7,40,26,3,0
PAL0910,2010-02-04T00:00:00Z,9019,14,0,1,3,4,1,1,3,1,0,0
PAL0910,2010-02-04T00:00:00Z,9020,75,0,0,2,9,6,28,25,5,0,0
PAL0910,2010-02-04T00:00:00Z,9021,99,0,1,4,16,10,11,39,18,0,0
PAL0910,2010-02-04T00:00:00Z,9022,85,0,0,0,4,4,19,44,13,1,0
PAL0910,2010-02-04T00:00:00Z,9023,35,0,0,3,11,2,0,14,5,0,0
PAL1011,2011-01-01T00:00:00Z,10001,24,1,9,9,0,1,4,0,0,0,0
PAL1011,2011-01-01T00:00:00Z,10002,1,0,0,0,0,0,0,0,0,1,0
PAL1011,2011-01-01T00:00:00Z,10003,4,0,0,0,0,0,1,2,1,0,0
PAL1011,2011-01-01T00:00:00Z,10004,7,0,0,0,0,0,3,1,3,0,0
PAL1011,2011-01-01T00:00:00Z,10005,54,0,0,0,0,0,5,15,22,12,0
PAL1011,2011-01-07T00:00:00Z,10006,1,0,0,0,0,0,0,0,1,0,0
PAL1011,2011-01-07T00:00:00Z,10007,60,0,0,0,0,0,2,13,36,9,0
PAL1011,2011-01-07T00:00:00Z,10008,4,0,0,0,0,0,1,1,2,0,0
PAL1011,2011-01-07T00:00:00Z,10009,82,0,5,31,26,4,2,8,5,1,0
PAL1011,2011-01-07T00:00:00Z,10010,65,2,12,17,5,0,10,9,9,1,0
PAL1011,2011-01-15T00:00:00Z,10011,94,0,6,52,34,1,0,1,0,0,0
PAL1011,2011-01-15T00:00:00Z,10012,104,0,5,21,65,4,3,1,4,1,0
PAL1011,2011-01-15T00:00:00Z,10013,49,0,0,0,0,0,5,23,15,6,0
PAL1011,2011-01-15T00:00:00Z,10014,55,0,4,13,11,4,6,13,4,0,0
PAL1011,2011-01-15T00:00:00Z,10015,102,0,6,17,10,0,5,31,32,1,0
PAL1011,2011-01-21T00:00:00Z,10016,46,0,0,17,19,4,2,2,2,0,0
PAL1011,2011-01-21T00:00:00Z,10017,33,0,0,2,5,4,1,8,12,1,0
PAL1011,2011-01-21T00:00:00Z,10018,95,0,2,35,44,6,2,3,2,1,0
PAL1011,2011-01-21T00:00:00Z,10019,56,0,5,25,19,3,0,4,0,0,0
PAL1011,2011-01-21T00:00:00Z,10020,53,0,0,3,10,3,4,14,15,4,0
PAL1011,2011-01-27T00:00:00Z,10021,95,0,0,0,1,0,3,46,41,4,0
PAL1011,2011-01-27T00:00:00Z,10022,10,0,1,0,0,0,0,4,5,0,0
PAL1011,2011-01-27T00:00:00Z,10023,29,0,0,0,1,1,2,12,8,5,0
PAL1011,2011-01-27T00:00:00Z,10024,84,0,0,9,42,7,1,17,7,1,0
PAL1011,2011-01-27T00:00:00Z,10025,29,0,0,0,0,1,3,14,11,0,0
PAL1112,2012-01-08T00:00:00Z,11001,46,0,0,0,5,29,12,0,0,0,0
PAL1112,2012-01-08T00:00:00Z,11002,80,0,0,1,0,26,25,13,12,3,0
PAL1112,2012-01-08T00:00:00Z,11003,22,0,0,0,0,3,16,1,2,0,0
PAL1112,2012-01-08T00:00:00Z,11004,70,0,1,0,6,28,28,6,1,0,0
PAL1112,2012-01-08T00:00:00Z,11005,52,0,0,0,1,6,29,14,1,1,0
PAL1112,2012-01-19T00:00:00Z,11006,36,0,0,2,6,15,12,1,0,0,0
PAL1112,2012-01-19T00:00:00Z,11007,68,0,0,0,5,24,32,7,0,0,0
PAL1112,2012-01-19T00:00:00Z,11008,61,0,2,1,8,27,22,1,0,0,0
PAL1112,2012-01-19T00:00:00Z,11009,55,1,2,0,8,18,20,5,1,0,0
PAL1112,2012-01-19T00:00:00Z,11010,80,25,39,4,6,3,2,1,0,0,0
PAL1112,2012-01-26T00:00:00Z,11011,77,0,0,0,3,28,38,8,0,0,0
PAL1112,2012-01-26T00:00:00Z,11012,96,38,41,4,0,5,8,0,0,0,0
PAL1112,2012-01-26T00:00:00Z,11013,105,2,1,7,22,42,27,4,0,0,0
PAL1112,2012-01-26T00:00:00Z,11014,51,0,5,3,4,19,14,4,2,0,0
PAL1112,2012-01-26T00:00:00Z,11015,44,1,2,3,1,22,14,1,0,0,0
PAL1213,2013-01-03T00:00:00Z,12001,93,0,1,40,41,9,2,0,0,0,0
PAL1213,2013-01-03T00:00:00Z,12002,75,0,1,26,43,3,2,0,0,0,0
PAL1213,2013-01-03T00:00:00Z,12003,57,0,1,11,39,5,1,0,0,0,0
PAL1213,2013-01-03T00:00:00Z,12004,69,0,2,21,41,4,1,0,0,0,0
PAL1213,2013-01-03T00:00:00Z,12005,0,0,0,0,0,0,0,0,0,0,0
PAL1213,2013-01-09T00:00:00Z,12006,101,0,2,39,50,8,0,2,0,0,0
PAL1213,2013-01-09T00:00:00Z,12007,51,0,0,23,24,1,2,1,0,0,0
PAL1213,2013-01-09T00:00:00Z,12008,72,1,1,24,35,10,1,0,0,0,0
PAL1213,2013-01-09T00:00:00Z,12009,66,0,0,17,30,16,3,0,0,0,0
PAL1213,2013-01-09T00:00:00Z,12010,113,0,0,25,52,31,5,0,0,0,0
PAL1213,2013-01-16T00:00:00Z,12011,81,0,0,14,32,30,4,1,0,0,0
PAL1213,2013-01-16T00:00:00Z,12012,109,0,1,37,62,7,1,1,0,0,0
PAL1213,2013-01-16T00:00:00Z,12013,73,0,1,13,40,19,0,0,0,0,0
PAL1213,2013-01-16T00:00:00Z,12014,54,0,0,13,37,4,0,0,0,0,0
PAL1213,2013-01-16T00:00:00Z,12015,75,0,0,9,48,15,3,0,0,0,0
PAL1213,2013-01-23T00:00:00Z,12016,106,0,0,10,72,15,7,2,0,0,0
PAL1213,2013-01-23T00:00:00Z,12017,50,0,2,4,35,4,2,3,0,0,0
PAL1213,2013-01-23T00:00:00Z,12018,108,0,0,35,57,13,3,0,0,0,0
PAL1213,2013-01-23T00:00:00Z,12019,67,0,0,25,40,2,0,0,0,0,0
PAL1213,2013-01-23T00:00:00Z,12020,110,0,1,34,56,17,1,1,0,0,0
PAL1213,2013-01-28T00:00:00Z,12021,99,0,0,16,57,20,5,1,0,0,0
PAL1213,2013-01-28T00:00:00Z,12022,85,0,0,11,54,18,1,1,0,0,0
PAL1213,2013-01-28T00:00:00Z,12023,73,0,0,18,50,5,0,0,0,0,0
PAL1213,2013-01-28T00:00:00Z,12024,73,0,0,18,38,13,4,0,0,0,0
PAL1213,2013-01-28T00:00:00Z,12025,99,0,0,5,46,29,15,4,0,0,0
PAL1314,2014-01-06T00:00:00Z,13001,0,0,0,0,0,0,0,0,0,0,0
PAL1314,2014-01-06T00:00:00Z,13002,0,0,0,0,0,0,0,0,0,0,0
PAL1314,2014-01-06T00:00:00Z,13003,0,0,0,0,0,0,0,0,0,0,0
PAL1314,2014-01-06T00:00:00Z,13004,5,0,0,1,1,1,2,0,0,0,0
PAL1314,2014-01-16T00:00:00Z,13005,51,0,1,0,1,8,22,18,1,0,0
PAL1314,2014-01-16T00:00:00Z,13006,124,1,19,13,21,36,29,5,0,0,0
PAL1314,2014-01-16T00:00:00Z,13007,37,0,0,2,2,14,10,9,0,0,0
PAL1314,2014-01-16T00:00:00Z,13008,49,0,1,2,4,9,23,10,0,0,0
PAL1314,2014-01-16T00:00:00Z,13009,48,0,0,0,4,13,22,8,1,0,0
PAL1314,2014-01-22T00:00:00Z,13010,8,0,0,0,1,2,3,2,0,0,0
PAL1314,2014-01-22T00:00:00Z,13011,65,0,0,0,3,6,26,23,7,0,0
PAL1314,2014-01-22T00:00:00Z,13012,75,0,0,2,4,12,28,29,0,0,0
PAL1314,2014-01-22T00:00:00Z,13013,79,0,10,10,9,6,30,14,0,0,0
PAL1314,2014-01-22T00:00:00Z,13014,78,1,2,4,8,12,31,19,1,0,0
PAL1314,2014-01-27T00:00:00Z,13015,97,0,1,2,1,6,34,49,4,0,0
PAL1314,2014-01-27T00:00:00Z,13016,42,0,0,4,6,11,13,7,1,0,0
PAL1314,2014-01-27T00:00:00Z,13017,66,0,3,30,16,11,4,2,0,0,0
PAL1314,2014-01-27T00:00:00Z,13018,119,0,18,19,18,25,25,13,1,0,0
PAL1314,2014-01-27T00:00:00Z,13020,57,0,0,0,3,7,29,18,0,0,0
PAL1314,2014-02-01T00:00:00Z,13021,89,0,2,32,16,16,17,4,2,0,0
PAL1314,2014-02-01T00:00:00Z,13022,114,0,0,11,8,20,36,36,2,1,0
PAL1314,2014-02-01T00:00:00Z,12023,62,0,0,0,1,7,20,25,9,0,0
PAL1314,2014-02-01T00:00:00Z,13024,61,0,1,24,11,8,10,6,1,0,0
PAL1314,2014-02-01T00:00:00Z,13025,112,0,2,42,27,4,16,20,1,0,0
PAL1415,2015-01-03T00:00:00Z,14001,88,0,0,0,1,2,20,53,12,0,0
PAL1415,2015-01-03T00:00:00Z,14002,36,2,2,1,1,14,11,2,2,1,0
PAL1415,2015-01-03T00:00:00Z,14003,103,1,5,0,15,36,41,5,0,0,0
PAL1415,2015-01-03T00:00:00Z,14004,100,0,1,0,3,17,28,44,6,1,0
PAL1415,2015-01-03T00:00:00Z,14005,64,0,0,0,1,2,6,40,15,0,0
PAL1415,2015-01-11T00:00:00Z,14006,12,0,0,1,1,2,5,3,0,0,0
PAL1415,2015-01-11T00:00:00Z,14007,88,0,10,23,3,12,19,21,0,0,0
PAL1415,2015-01-11T00:00:00Z,14008,27,0,0,0,0,7,7,12,1,0,0
PAL1415,2015-01-11T00:00:00Z,14009,108,0,0,1,0,22,49,33,3,0,0
PAL1415,2015-01-11T00:00:00Z,14010,46,0,0,0,0,4,12,25,5,0,0
PAL1415,2015-01-18T00:00:00Z,14011,131,0,0,1,0,8,58,59,5,0,0
PAL1415,2015-01-18T00:00:00Z,14012,94,0,1,4,0,15,40,30,4,0,0
PAL1415,2015-01-18T00:00:00Z,14013,40,0,0,0,1,3,19,17,0,0,0
PAL1415,2015-01-18T00:00:00Z,14014,58,0,0,2,2,5,21,23,5,0,0
PAL1415,2015-01-18T00:00:00Z,14015,71,0,0,1,1,11,33,22,3,0,0
PAL1415,2015-01-26T00:00:00Z,14016,36,0,0,0,0,2,16,16,2,0,0
PAL1415,2015-01-26T00:00:00Z,14017,86,0,1,0,0,5,30,44,6,0,0
PAL1415,2015-01-26T00:00:00Z,14018,36,0,0,0,0,1,11,23,1,0,0
PAL1415,2015-01-26T00:00:00Z,14019,10,0,0,0,0,0,3,6,1,0,0
PAL1415,2015-01-26T00:00:00Z,14020,34,0,0,0,4,1,10,18,1,0,0
PAL1415,2015-02-03T00:00:00Z,14021,199,0,0,1,0,7,87,92,12,0,0
PAL1415,2015-02-03T00:00:00Z,14022,26,0,0,1,0,0,8,14,3,0,0
PAL1415,2015-02-03T00:00:00Z,14023,82,0,0,0,0,3,25,43,11,0,0
PAL1415,2015-02-03T00:00:00Z,14024,40,0,0,0,0,2,9,21,8,0,0
PAL1415,2015-02-03T00:00:00Z,14025,24,0,0,0,0,1,14,9,0,0,0
PAL1415,2015-02-09T00:00:00Z,14025,134,0,0,3,1,4,58,60,8,0,0
PAL1516,2016-01-06T00:00:00Z,15001,49,0,0,0,0,0,12,18,18,1,0
PAL1516,2016-01-06T00:00:00Z,15002,33,0,0,0,0,0,2,13,15,3,0
PAL1516,2016-01-06T00:00:00Z,15003,99,0,0,1,1,3,30,43,19,2,0
PAL1516,2016-01-06T00:00:00Z,15004,34,0,0,0,0,0,4,13,15,2,0
PAL1516,2016-01-06T00:00:00Z,15005,2,0,0,0,0,0,1,0,1,0,0
PAL1516,2016-01-12T00:00:00Z,15006,35,0,0,0,0,1,13,16,5,0,0
PAL1516,2016-01-12T00:00:00Z,15007,70,0,0,1,0,0,7,30,29,3,0
PAL1516,2016-01-12T00:00:00Z,15008,63,0,0,0,2,0,8,29,24,0,0
PAL1516,2016-01-12T00:00:00Z,15009,69,0,0,2,4,0,28,28,6,1,0
PAL1516,2016-01-12T00:00:00Z,15010,75,0,2,2,1,1,12,32,18,7,0
PAL1516,2016-01-18T00:00:00Z,15011,90,0,1,0,0,1,18,49,20,1,0
PAL1516,2016-01-18T00:00:00Z,15012,74,0,0,0,0,2,25,34,12,1,0
PAL1516,2016-01-18T00:00:00Z,15013,52,3,1,1,0,0,4,13,25,5,0
PAL1516,2016-01-18T00:00:00Z,15014,116,1,8,12,5,4,37,35,12,2,0
PAL1516,2016-01-18T00:00:00Z,15015,83,0,0,5,4,3,15,36,15,5,0
PAL1516,2016-01-25T00:00:00Z,15016,90,0,12,19,13,5,11,23,5,2,0
PAL1516,2016-01-25T00:00:00Z,15017,39,0,0,1,1,1,6,15,14,1,0
PAL1516,2016-01-25T00:00:00Z,15018,39,0,0,1,0,3,10,16,9,0,0
PAL1516,2016-01-25T00:00:00Z,15019,25,0,0,0,0,0,1,6,18,0,0
PAL1516,2016-01-25T00:00:00Z,15020,52,0,0,0,0,0,1,10,31,10,0
PAL1617,2017-01-05T00:00:00Z,16001,27,0,0,0,1,3,17,4,2,0,0
PAL1617,2017-01-05T00:00:00Z,16002,53,0,0,0,0,3,12,23,15,0,0
PAL1617,2017-01-05T00:00:00Z,16003,56,0,0,0,0,1,27,21,7,0,0
PAL1617,2017-01-05T00:00:00Z,16004,83,4,17,29,13,8,10,2,0,0,0
PAL1617,2017-01-05T00:00:00Z,16005,89,0,0,1,1,6,41,28,10,2,0
PAL1617,2017-01-10T00:00:00Z,16006,82,0,0,0,0,2,10,44,23,3,0
PAL1617,2017-01-10T00:00:00Z,16007,73,0,3,14,12,7,18,12,6,1,0
PAL1617,2017-01-10T00:00:00Z,16008,59,0,0,0,0,2,17,28,12,0,0
PAL1617,2017-01-10T00:00:00Z,16009,65,0,0,0,0,1,8,30,22,4,0
PAL1617,2017-01-10T00:00:00Z,16010,92,1,0,10,10,5,28,30,7,1,0
PAL1617,2017-01-15T00:00:00Z,16011,91,0,0,0,4,4,40,41,2,0,0
PAL1617,2017-01-15T00:00:00Z,16012,55,0,0,0,0,2,10,20,23,0,0
PAL1617,2017-01-15T00:00:00Z,16013,43,0,0,0,0,4,19,19,1,0,0
PAL1617,2017-01-15T00:00:00Z,16014,25,0,0,0,0,0,1,11,13,0,0
PAL1617,2017-01-15T00:00:00Z,16015,61,0,0,2,0,0,18,29,12,0,0
PAL1617,2017-01-22T00:00:00Z,16016,52,0,0,0,0,0,4,23,20,5,0
PAL1617,2017-01-22T00:00:00Z,16017,91,0,0,0,2,1,22,32,31,3,0
PAL1617,2017-01-22T00:00:00Z,16018,57,0,0,2,3,4,16,19,9,4,0
PAL1617,2017-01-22T00:00:00Z,16019,56,0,0,0,1,1,9,27,18,0,0
PAL1617,2017-01-22T00:00:00Z,16020,18,0,0,0,0,0,5,4,8,1,0
PAL1718,2018-01-03T00:00:00Z,17001,67,0,0,0,3,23,33,6,0,2,0
PAL1718,2018-01-03T00:00:00Z,17002,52,0,0,1,6,22,19,3,1,0,0
PAL1718,2018-01-03T00:00:00Z,17003,52,0,0,6,16,20,9,0,1,0,0
PAL1718,2018-01-03T00:00:00Z,17004,61,3,1,7,8,29,13,0,0,0,0
PAL1718,2018-01-03T00:00:00Z,17005,86,0,0,1,8,51,20,5,1,0,0
PAL1718,2018-01-08T00:00:00Z,17006,69,0,3,9,4,27,14,9,3,0,0
PAL1718,2018-01-08T00:00:00Z,17007,41,0,0,3,1,14,13,6,4,0,0
PAL1718,2018-01-08T00:00:00Z,17008,63,0,1,0,3,31,26,2,0,0,0
PAL1718,2018-01-08T00:00:00Z,17009,96,2,17,23,11,28,14,0,1,0,0
PAL1718,2018-01-08T00:00:00Z,17010,82,1,25,17,4,16,16,2,1,0,0
PAL1718,2018-01-15T00:00:00Z,17011,64,0,0,1,1,13,39,10,0,0,0
PAL1718,2018-01-15T00:00:00Z,17012,62,0,1,2,2,20,32,3,2,0,0
PAL1718,2018-01-15T00:00:00Z,17013,82,0,29,21,4,12,14,1,1,0,0
PAL1718,2018-01-15T00:00:00Z,17014,97,0,12,14,6,32,26,7,0,0,0
PAL1718,2018-01-15T00:00:00Z,17015,50,0,0,1,0,24,23,2,0,0,0
PAL1718,2018-01-23T00:00:00Z,17016,120,0,5,14,10,38,44,5,4,0,0
PAL1718,2018-01-23T00:00:00Z,17017,64,0,0,0,3,19,35,7,0,0,0
PAL1718,2018-01-23T00:00:00Z,17018,56,0,1,4,8,19,22,0,2,0,0
PAL1718,2018-01-23T00:00:00Z,17019,132,0,11,48,16,24,25,8,0,0,0
PAL1718,2018-01-23T00:00:00Z,17020,81,0,1,5,11,22,36,6,0,0,0
PAL1718,2018-01-29T00:00:00Z,17021,77,0,10,31,15,9,10,2,0,0,0
PAL1718,2018-01-29T00:00:00Z,17022,42,0,0,5,6,11,13,6,1,0,0
PAL1718,2018-01-29T00:00:00Z,17023,67,0,1,17,23,5,20,1,0,0,0
PAL1718,2018-01-29T00:00:00Z,17024,96,0,6,20,19,24,25,2,0,0,0
PAL1718,2018-01-29T00:00:00Z,17025,92,0,3,21,10,19,31,8,0,0,0
