time,island_name,colony_code,num_breeding_pairs,num_chicks
23/01/2004,COR,5.1,86,103
23/01/2004,COR,6,0,0
26/01/2005,HUM,1.1,0,0
26/01/2005,HUM,1.2,0,0
26/01/2005,HUM,1.3,0,0
26/01/2005,HUM,2.1,45,40
26/01/2005,HUM,2.2,45,50
26/01/2005,HUM,3,0,0
26/01/2005,HUM,3.1,0,0
26/01/2005,HUM,4,20,23
26/01/2005,HUM,5,78,73
26/01/2005,TOR,1,0,0
26/01/2005,TOR,2,0,0
26/01/2005,TOR,3,0,0
26/01/2005,TOR,4,63,54
26/01/2005,TOR,5,28,26
26/01/2005,TOR,12,42,25
26/01/2005,TOR,13,17,19
26/01/2005,TOR,15,76,90
26/01/2005,TOR,17,0,0
26/01/2005,TOR,18,0,45
26/01/2005,TOR,19,0,296
26/01/2005,TOR,20,69,94
26/01/2005,TOR,21,0,0
26/01/2005,TOR,22,0,0
26/01/2005,TOR,23,42,12
26/01/2005,TOR,23.1,0,0
27/01/2005,CHR,1,45,27
27/01/2005,CHR,2,0,0
27/01/2005,CHR,3,26,37
27/01/2005,CHR,3.1,0,0
27/01/2005,CHR,4.1,0,0
27/01/2005,CHR,5,14,7
27/01/2005,CHR,6,76,98
27/01/2005,CHR,7,0,0
27/01/2005,CHR,7.1,0,0
27/01/2005,CHR,7.2,0,39
27/01/2005,CHR,8,94,99
27/01/2005,CHR,9.1,41,43
27/01/2005,CHR,10,0,0
27/01/2005,CHR,11,0,0
27/01/2005,COR,1,0,0
27/01/2005,COR,2,48,54
27/01/2005,COR,3,31,42
27/01/2005,COR,4,0,0
27/01/2005,COR,5,0,52
27/01/2005,COR,5.1,69,79
27/01/2005,COR,6,0,0
27/01/2005,LIT,1,0,0
27/01/2005,LIT,2,0,0
27/01/2005,LIT,3,0,0
27/01/2005,LIT,4,0,0
27/01/2005,LIT,5,0,0
27/01/2005,LIT,6,0,0
27/01/2005,LIT,7,0,0
27/01/2005,LIT,8,30,14
27/01/2005,LIT,9,0,0
16/01/2006,LIT,1,0,0
16/01/2006,LIT,2,0,0
16/01/2006,LIT,3,0,0
16/01/2006,LIT,4,0,0
16/01/2006,LIT,5,0,0
16/01/2006,LIT,6,0,0
16/01/2006,LIT,7,0,0
16/01/2006,LIT,8,6,5
16/01/2006,LIT,9,0,0
18/01/2006,CHR,1,40,30
18/01/2006,CHR,2,0,0
18/01/2006,CHR,3,40,35
18/01/2006,CHR,3.1,0,0
18/01/2006,CHR,4.1,0,0
18/01/2006,CHR,5,12,4
18/01/2006,CHR,6,75,90
18/01/2006,CHR,7,243,246
18/01/2006,CHR,7.1,0,0
18/01/2006,CHR,7.2,27,23
18/01/2006,CHR,8,98,95
18/01/2006,CHR,9.1,36,49
18/01/2006,CHR,10,0,0
18/01/2006,CHR,11,0,0
18/01/2006,COR,1,0,0
18/01/2006,COR,2,52,60
18/01/2006,COR,3,32,42
18/01/2006,COR,4,0,0
18/01/2006,COR,5,23,21
18/01/2006,COR,5.1,66,75
18/01/2006,COR,6,0,0
18/01/2006,HUM,1.1,0,0
18/01/2006,HUM,1.2,0,0
18/01/2006,HUM,1.3,0,0
18/01/2006,HUM,2.1,23,42
18/01/2006,HUM,2.2,22,53
18/01/2006,HUM,3,48,83
18/01/2006,HUM,3.1,0,0
18/01/2006,HUM,4,8,14
18/01/2006,HUM,5,35,74
18/01/2006,TOR,1,0,0
18/01/2006,TOR,2,0,0
18/01/2006,TOR,3,0,0
18/01/2006,TOR,4,34,24
18/01/2006,TOR,5,18,24
18/01/2006,TOR,12,7,3
18/01/2006,TOR,13,0,0
18/01/2006,TOR,15,60,60
18/01/2006,TOR,17,0,0
18/01/2006,TOR,18,30,42
18/01/2006,TOR,19,184,252
18/01/2006,TOR,20,50,68
18/01/2006,TOR,21,0,0
18/01/2006,TOR,22,0,0
18/01/2006,TOR,23,7,0
18/01/2006,TOR,23.1,0,0
22/01/2007,CHR,1,16,14
22/01/2007,CHR,2,0,0
22/01/2007,CHR,3,31,26
22/01/2007,CHR,3.1,0,0
22/01/2007,CHR,4.1,0,0
22/01/2007,CHR,5,0,0
22/01/2007,CHR,6,59,41
22/01/2007,CHR,7,0,234
22/01/2007,CHR,7.1,0,0
22/01/2007,CHR,7.2,0,18
22/01/2007,CHR,8,87,54
22/01/2007,CHR,9.1,38,49
22/01/2007,CHR,10,0,0
22/01/2007,COR,1,0,0
22/01/2007,COR,2,41,35
22/01/2007,COR,3,30,29
22/01/2007,COR,4,0,0
22/01/2007,COR,5,23,11
22/01/2007,COR,5.1,55,47
22/01/2007,COR,6,0,0
24/01/2007,HUM,1.1,0,0
24/01/2007,HUM,1.2,0,0
24/01/2007,HUM,1.3,0,0
24/01/2007,HUM,2.1,24,33
24/01/2007,HUM,2.2,27,44
24/01/2007,HUM,3.1,0,0
24/01/2007,HUM,4,0,0
24/01/2007,HUM,5,29,27
24/01/2007,LIT,1,0,0
24/01/2007,LIT,2,0,0
24/01/2007,LIT,3,0,0
24/01/2007,LIT,4,0,0
24/01/2007,LIT,5,0,0
24/01/2007,LIT,6,0,0
24/01/2007,LIT,7,0,0
24/01/2007,LIT,8,0,0
24/01/2007,LIT,9,0,0
24/01/2007,TOR,1,0,0
24/01/2007,TOR,2,0,0
24/01/2007,TOR,3,0,0
24/01/2007,TOR,4,21,20
24/01/2007,TOR,5,10,3
24/01/2007,TOR,12,0,0
24/01/2007,TOR,13,0,0
24/01/2007,TOR,15,52,46
24/01/2007,TOR,17,0,0
24/01/2007,TOR,18,34,28
24/01/2007,TOR,19,150,148
24/01/2007,TOR,20,48,52
24/01/2007,TOR,21,0,0
24/01/2007,TOR,22,0,0
24/01/2007,TOR,23,0,0
24/01/2007,TOR,23.1,0,0
25/01/2007,HUM,3,57,136
23/01/2008,CHR,1,15,7
23/01/2008,CHR,2,0,0
23/01/2008,CHR,3,27,33
23/01/2008,CHR,4.1,0,0
23/01/2008,CHR,5,0,0
23/01/2008,CHR,6,47,36
23/01/2008,CHR,7,195,171
23/01/2008,CHR,7.1,0,0
23/01/2008,CHR,7.2,18,17
23/01/2008,CHR,8,54,47
23/01/2008,CHR,9.1,33,40
23/01/2008,CHR,10,0,0
23/01/2008,CHR,11,0,0
23/01/2008,COR,1,0,0
23/01/2008,COR,2,33,31
23/01/2008,COR,3,21,21
23/01/2008,COR,4,0,0
23/01/2008,COR,5,13,5
23/01/2008,COR,5.1,50,35
23/01/2008,COR,6,0,0
23/01/2008,HUM,1.1,0,0
23/01/2008,HUM,1.2,0,0
23/01/2008,HUM,1.3,0,0
23/01/2008,HUM,2.1,32,15
23/01/2008,HUM,2.2,31,46
23/01/2008,HUM,3,60,87
23/01/2008,HUM,3.1,0,0
23/01/2008,HUM,4,0,0
23/01/2008,HUM,5,34,34
23/01/2008,LIT,1,0,0
23/01/2008,LIT,2,0,0
23/01/2008,LIT,3,0,0
23/01/2008,LIT,4,0,0
23/01/2008,LIT,5,0,0
23/01/2008,LIT,6,0,0
23/01/2008,LIT,7,0,0
23/01/2008,LIT,8,0,0
23/01/2008,LIT,9,0,0
23/01/2008,TOR,1,0,0
23/01/2008,TOR,2,0,0
23/01/2008,TOR,3,0,0
23/01/2008,TOR,4,22,2
23/01/2008,TOR,5,0,0
23/01/2008,TOR,12,0,0
23/01/2008,TOR,13,0,0
23/01/2008,TOR,15,36,19
23/01/2008,TOR,17,0,0
23/01/2008,TOR,18,27,20
23/01/2008,TOR,19,148,119
23/01/2008,TOR,20,52,29
23/01/2008,TOR,21,0,0
23/01/2008,TOR,22,0,0
23/01/2008,TOR,23,0,0
23/01/2008,TOR,23.1,0,0
16/01/2009,CHR,1,11,8
16/01/2009,CHR,2,0,0
16/01/2009,CHR,3,22,10
16/01/2009,CHR,4.1,0,0
16/01/2009,CHR,5,0,0
16/01/2009,CHR,6,45,22
16/01/2009,CHR,7,209,139
16/01/2009,CHR,7.1,0,0
16/01/2009,CHR,7.2,16,10
16/01/2009,CHR,8,57,35
16/01/2009,CHR,9.1,37,37
16/01/2009,CHR,10,0,0
16/01/2009,CHR,11,0,0
16/01/2009,COR,1,0,0
16/01/2009,COR,2,40,31
16/01/2009,COR,3,28,35
16/01/2009,COR,4,0,0
16/01/2009,COR,5,9,8
16/01/2009,COR,5.1,46,43
16/01/2009,COR,6,0,0
16/01/2009,HUM,1.1,0,0
16/01/2009,HUM,1.2,0,0
16/01/2009,HUM,1.3,0,0
16/01/2009,HUM,2.1,28,23
16/01/2009,HUM,2.2,38,45
16/01/2009,HUM,3,69,78
16/01/2009,HUM,3.1,0,0
16/01/2009,HUM,4,0,0
16/01/2009,HUM,5,28,28
16/01/2009,LIT,1,0,0
16/01/2009,LIT,2,0,0
16/01/2009,LIT,3,0,0
16/01/2009,LIT,4,0,0
16/01/2009,LIT,5,0,0
16/01/2009,LIT,6,0,0
16/01/2009,LIT,7,0,0
16/01/2009,LIT,8,0,0
16/01/2009,LIT,9,0,0
16/01/2009,TOR,1,0,0
16/01/2009,TOR,2,0,0
16/01/2009,TOR,3,0,0
16/01/2009,TOR,4,20,8
16/01/2009,TOR,5,0,0
16/01/2009,TOR,12,0,0
16/01/2009,TOR,13,0,0
16/01/2009,TOR,15,31,13
16/01/2009,TOR,17,0,0
16/01/2009,TOR,18,27,23
16/01/2009,TOR,19,157,138
16/01/2009,TOR,20,52,45
16/01/2009,TOR,21,0,0
16/01/2009,TOR,22,0,0
16/01/2009,TOR,23,0,0
16/01/2009,TOR,23.1,0,0
26/01/2010,CHR,1,9,11
26/01/2010,CHR,2,0,0
26/01/2010,CHR,3,18,16
26/01/2010,CHR,4.1,0,0
26/01/2010,CHR,5,0,0
26/01/2010,CHR,6,29,26
26/01/2010,CHR,7,190,152
26/01/2010,CHR,7.1,0,0
26/01/2010,CHR,7.2,12,10
26/01/2010,CHR,8,42,42
26/01/2010,CHR,9.1,42,35
26/01/2010,CHR,10,0,0
26/01/2010,CHR,11,0,0
26/01/2010,COR,1,0,0
26/01/2010,COR,2,29,29
26/01/2010,COR,3,20,22
26/01/2010,COR,4,0,0
26/01/2010,COR,5,0,0
26/01/2010,COR,5.1,45,35
26/01/2010,COR,6,0,0
26/01/2010,HUM,1.1,0,0
26/01/2010,HUM,1.2,0,0
26/01/2010,HUM,1.3,0,0
26/01/2010,HUM,2.1,15,13
26/01/2010,HUM,2.2,35,41
26/01/2010,HUM,3,53,94
26/01/2010,HUM,3.1,0,0
26/01/2010,HUM,4,0,0
26/01/2010,HUM,5,17,18
26/01/2010,LIT,1,0,0
26/01/2010,LIT,2,0,0
26/01/2010,LIT,3,0,0
26/01/2010,LIT,4,0,0
26/01/2010,LIT,5,0,0
26/01/2010,LIT,6,0,0
26/01/2010,LIT,7,0,0
26/01/2010,LIT,8,0,0
26/01/2010,LIT,9,0,0
26/01/2010,TOR,1,0,0
26/01/2010,TOR,2,0,0
26/01/2010,TOR,3,0,0
26/01/2010,TOR,4,18,12
26/01/2010,TOR,5,0,0
26/01/2010,TOR,12,0,0
26/01/2010,TOR,13,0,0
26/01/2010,TOR,15,24,4
26/01/2010,TOR,17,0,0
26/01/2010,TOR,18,25,9
26/01/2010,TOR,19,141,88
26/01/2010,TOR,20,50,47
26/01/2010,TOR,21,0,0
26/01/2010,TOR,22,0,0
26/01/2010,TOR,23,0,0
26/01/2010,TOR,23.1,0,0
18/01/2011,CHR,1,11,2
18/01/2011,CHR,2,0,0
18/01/2011,CHR,3,16,4
18/01/2011,CHR,4.1,0,0
18/01/2011,CHR,5,0,0
18/01/2011,CHR,6,15,6
18/01/2011,CHR,8,34,24
18/01/2011,CHR,9.1,39,25
18/01/2011,CHR,10,0,0
18/01/2011,CHR,11,0,0
18/01/2011,COR,1,0,0
18/01/2011,COR,2,27,14
18/01/2011,COR,3,21,14
18/01/2011,COR,4,0,0
18/01/2011,COR,5,0,0
18/01/2011,COR,5.1,38,30
18/01/2011,COR,6,0,0
18/01/2011,HUM,1.1,0,0
18/01/2011,HUM,1.2,0,0
18/01/2011,HUM,1.3,0,0
18/01/2011,HUM,2.1,19,14
18/01/2011,HUM,2.2,33,33
18/01/2011,HUM,3.1,0,0
18/01/2011,HUM,4,0,0
18/01/2011,HUM,5,24,14
18/01/2011,LIT,1,0,0
18/01/2011,LIT,2,0,0
18/01/2011,LIT,3,0,0
18/01/2011,LIT,4,0,0
18/01/2011,LIT,5,0,0
18/01/2011,LIT,6,0,0
18/01/2011,LIT,7,0,0
18/01/2011,LIT,8,0,0
18/01/2011,LIT,9,0,0
18/01/2011,TOR,1,0,0
18/01/2011,TOR,2,0,0
18/01/2011,TOR,3,0,0
18/01/2011,TOR,4,8,5
18/01/2011,TOR,5,0,0
18/01/2011,TOR,12,0,0
18/01/2011,TOR,13,0,0
18/01/2011,TOR,15,8,5
18/01/2011,TOR,17,0,0
18/01/2011,TOR,20,41,27
18/01/2011,TOR,21,0,0
18/01/2011,TOR,22,0,0
18/01/2011,TOR,23,0,0
18/01/2011,TOR,23.1,0,0
19/01/2011,CHR,7,169,111
19/01/2011,CHR,7.1,0,0
19/01/2011,CHR,7.2,9,5
19/01/2011,HUM,3,71,74
19/01/2011,TOR,18,20,11
19/01/2011,TOR,19,120,52
19/01/2012,CHR,1,9,4
19/01/2012,CHR,2,0,0
19/01/2012,CHR,3,9,0
19/01/2012,CHR,4.1,0,0
19/01/2012,CHR,5,0,0
19/01/2012,CHR,6,21,7
19/01/2012,CHR,7,195,100
19/01/2012,CHR,7.1,0,0
19/01/2012,CHR,7.2,4,0
19/01/2012,CHR,8,33,18
19/01/2012,CHR,9.1,32,8
19/01/2012,CHR,10,0,0
19/01/2012,CHR,11,0,0
19/01/2012,COR,1,0,0
19/01/2012,COR,2,24,11
19/01/2012,COR,3,23,16
19/01/2012,COR,4,0,0
19/01/2012,COR,5,0,0
19/01/2012,COR,5.1,46,24
19/01/2012,COR,6,0,0
19/01/2012,HUM,1.1,0,0
19/01/2012,HUM,1.2,0,0
19/01/2012,HUM,1.3,0,0
19/01/2012,HUM,2.1,19,9
19/01/2012,HUM,2.2,31,26
19/01/2012,HUM,3,41,60
19/01/2012,HUM,3.1,0,0
19/01/2012,HUM,4,0,0
19/01/2012,HUM,5,12,9
19/01/2012,LIT,1,0,0
19/01/2012,LIT,2,0,0
19/01/2012,LIT,3,0,0
19/01/2012,LIT,4,0,0
19/01/2012,LIT,5,0,0
19/01/2012,LIT,6,0,0
19/01/2012,LIT,7,0,0
19/01/2012,LIT,8,0,0
19/01/2012,LIT,9,0,0
19/01/2012,TOR,1,0,0
19/01/2012,TOR,2,0,0
19/01/2012,TOR,3,0,0
19/01/2012,TOR,4,12,5
19/01/2012,TOR,5,0,0
22/01/2012,TOR,12,0,0
22/01/2012,TOR,13,0,0
22/01/2012,TOR,15,0,0
22/01/2012,TOR,17,0,0
22/01/2012,TOR,18,12,1
22/01/2012,TOR,19,77,31
22/01/2012,TOR,20,41,21
22/01/2012,TOR,21,0,0
22/01/2012,TOR,22,0,0
22/01/2012,TOR,23,0,0
22/01/2012,TOR,23.1,0,0
24/01/2013,CHR,1,0,0
24/01/2013,CHR,2,0,0
24/01/2013,CHR,3,0,0
24/01/2013,CHR,4.1,0,0
24/01/2013,CHR,5,0,0
24/01/2013,CHR,6,12,2
24/01/2013,CHR,7.1,0,0
24/01/2013,CHR,7.2,0,0
24/01/2013,CHR,8,27,16
24/01/2013,CHR,9.1,22,7
24/01/2013,CHR,10,0,0
24/01/2013,CHR,11,0,0
24/01/2013,COR,1,0,0
24/01/2013,COR,2,28,22
24/01/2013,COR,3,27,13
24/01/2013,COR,4,0,0
24/01/2013,COR,5,0,0
24/01/2013,COR,5.1,35,24
24/01/2013,COR,6,0,0
26/01/2013,CHR,7,141,95
26/01/2013,HUM,1.1,0,0
26/01/2013,HUM,1.2,0,0
26/01/2013,HUM,1.3,0,0
26/01/2013,HUM,2.1,25,23
26/01/2013,HUM,2.2,30,30
26/01/2013,HUM,3,52,78
26/01/2013,HUM,3.1,0,0
26/01/2013,HUM,4,0,0
26/01/2013,HUM,5,13,9
26/01/2013,LIT,1,0,0
26/01/2013,LIT,2,0,0
26/01/2013,LIT,3,0,0
26/01/2013,LIT,4,0,0
26/01/2013,LIT,5,0,0
26/01/2013,LIT,6,0,0
26/01/2013,LIT,7,0,0
26/01/2013,LIT,8,0,0
26/01/2013,LIT,9,0,0
26/01/2013,TOR,1,0,0
26/01/2013,TOR,2,0,0
26/01/2013,TOR,3,0,0
26/01/2013,TOR,4,4,1
26/01/2013,TOR,5,0,0
26/01/2013,TOR,12,0,0
26/01/2013,TOR,13,0,0
26/01/2013,TOR,15,0,0
26/01/2013,TOR,17,0,0
26/01/2013,TOR,18,6,1
26/01/2013,TOR,19,74,35
26/01/2013,TOR,20,36,17
26/01/2013,TOR,21,0,0
26/01/2013,TOR,22,0,0
26/01/2013,TOR,23,0,0
26/01/2013,TOR,23.1,0,0
24/01/2014,HUM,2.1,23,16
24/01/2014,HUM,2.2,32,33
24/01/2014,HUM,3,60,88
24/01/2014,HUM,3.1,0,0
24/01/2014,HUM,4,0,0
24/01/2014,HUM,5,9,9
24/01/2014,LIT,1,0,0
24/01/2014,LIT,2,0,0
24/01/2014,LIT,3,0,0
24/01/2014,LIT,4,0,0
24/01/2014,LIT,5,0,0
24/01/2014,LIT,6,0,0
24/01/2014,LIT,7,0,0
24/01/2014,LIT,8,0,0
24/01/2014,LIT,9,0,0
25/01/2014,CHR,1,0,0
25/01/2014,CHR,2,0,0
25/01/2014,CHR,3,0,0
25/01/2014,CHR,4.1,0,0
25/01/2014,CHR,5,0,0
25/01/2014,CHR,6,0,0
25/01/2014,CHR,7,149,40
25/01/2014,CHR,7.1,0,0
25/01/2014,CHR,7.2,0,0
25/01/2014,CHR,8,0,0
25/01/2014,CHR,9.1,0,0
25/01/2014,CHR,10,0,0
25/01/2014,CHR,11,0,0
25/01/2014,COR,1,0,0
25/01/2014,COR,2,23,15
25/01/2014,COR,3,19,13
25/01/2014,COR,4,0,0
25/01/2014,COR,5,0,0
25/01/2014,COR,5.1,34,17
25/01/2014,COR,6,0,0
25/01/2014,HUM,1.1,0,0
25/01/2014,HUM,1.2,0,0
25/01/2014,HUM,1.3,0,0
25/01/2014,TOR,1,0,0
25/01/2014,TOR,2,0,0
25/01/2014,TOR,3,0,0
25/01/2014,TOR,4,0,0
25/01/2014,TOR,5,0,0
25/01/2014,TOR,12,0,0
25/01/2014,TOR,13,0,0
25/01/2014,TOR,15,0,0
25/01/2014,TOR,17,0,0
25/01/2014,TOR,18,0,0
25/01/2014,TOR,19,110,28
25/01/2014,TOR,20,34,20
25/01/2014,TOR,21,0,0
25/01/2014,TOR,22,0,0
25/01/2014,TOR,23,0,0
25/01/2014,TOR,23.1,0,0
30/01/2015,CHR,1,0,0
30/01/2015,CHR,2,0,0
30/01/2015,CHR,3,0,0
30/01/2015,CHR,5,0,0
30/01/2015,CHR,6,0,0
30/01/2015,CHR,7,80,5
30/01/2015,CHR,7.1,0,0
30/01/2015,CHR,7.2,0,0
30/01/2015,CHR,8,0,0
30/01/2015,CHR,9.1,0,0
30/01/2015,CHR,10,0,0
30/01/2015,CHR,11,0,0
30/01/2015,COR,1,0,0
30/01/2015,COR,2,21,10
30/01/2015,COR,3,13,16
30/01/2015,COR,4,0,0
30/01/2015,COR,5,0,0
30/01/2015,COR,5.1,32,15
30/01/2015,COR,6,0,0
30/01/2015,HUM,1.1,0,0
30/01/2015,HUM,1.2,0,0
30/01/2015,HUM,1.3,0,0
30/01/2015,HUM,2.1,4,14
30/01/2015,HUM,2.2,16,33
30/01/2015,HUM,3,14,63
30/01/2015,HUM,3.1,0,0
30/01/2015,HUM,4,0,0
30/01/2015,HUM,5,5,5
30/01/2015,LIT,1,0,0
30/01/2015,LIT,2,0,0
30/01/2015,LIT,3,0,0
30/01/2015,LIT,4,0,0
30/01/2015,LIT,5,0,0
30/01/2015,LIT,6,0,0
30/01/2015,LIT,7,0,0
30/01/2015,LIT,8,0,0
30/01/2015,LIT,9,0,0
30/01/2015,TOR,1,0,0
30/01/2015,TOR,2,0,0
30/01/2015,TOR,3,0,0
30/01/2015,TOR,4,0,0
30/01/2015,TOR,5,0,0
30/01/2015,TOR,12,0,0
30/01/2015,TOR,13,0,0
30/01/2015,TOR,15,0,0
30/01/2015,TOR,17,0,0
30/01/2015,TOR,18,0,0
30/01/2015,TOR,19,41,2
30/01/2015,TOR,20,21,19
30/01/2015,TOR,21,0,0
30/01/2015,TOR,22,0,0
30/01/2015,TOR,23,0,0
30/01/2015,TOR,23.1,0,0
24/01/2016,CHR,1,0,0
24/01/2016,CHR,2,0,0
24/01/2016,CHR,3,0,0
24/01/2016,CHR,4.1,0,0
24/01/2016,CHR,5,0,0
24/01/2016,CHR,6,0,0
24/01/2016,CHR,7,73,11
24/01/2016,CHR,7.1,0,0
24/01/2016,CHR,7.2,0,0
24/01/2016,CHR,8,0,0
24/01/2016,CHR,9.1,0,0
24/01/2016,CHR,10,0,0
24/01/2016,CHR,11,0,0
24/01/2016,COR,1,0,0
24/01/2016,COR,2,17,8
24/01/2016,COR,3,19,8
24/01/2016,COR,4,0,0
24/01/2016,COR,5,0,0
24/01/2016,COR,5.1,21,5
24/01/2016,COR,6,0,0
31/01/2016,HUM,1.1,0,0
31/01/2016,HUM,1.2,0,0
31/01/2016,HUM,1.3,0,0
31/01/2016,HUM,2.1,0,25
31/01/2016,HUM,2.2,5,24
31/01/2016,HUM,3,22,43
31/01/2016,HUM,3.1,0,0
31/01/2016,HUM,4,0,0
31/01/2016,HUM,5,3,0
31/01/2016,LIT,1,0,0
31/01/2016,LIT,2,0,0
31/01/2016,LIT,3,0,0
31/01/2016,LIT,4,0,0
31/01/2016,LIT,5,0,0
31/01/2016,LIT,6,0,0
31/01/2016,LIT,7,0,0
31/01/2016,LIT,8,0,0
31/01/2016,LIT,9,0,0
31/01/2016,TOR,1,0,0
31/01/2016,TOR,2,0,0
31/01/2016,TOR,3,0,0
31/01/2016,TOR,4,0,0
31/01/2016,TOR,5,0,0
31/01/2016,TOR,12,0,0
31/01/2016,TOR,13,0,0
31/01/2016,TOR,15,0,0
31/01/2016,TOR,17,0,0
31/01/2016,TOR,18,0,0
31/01/2016,TOR,19,27,0
31/01/2016,TOR,20,21,1
31/01/2016,TOR,21,0,0
31/01/2016,TOR,22,0,0
31/01/2016,TOR,23,0,0
31/01/2016,TOR,23.1,0,0
22/01/2017,CHR,1,0,0
22/01/2017,CHR,2,0,0
22/01/2017,CHR,3,0,0
22/01/2017,CHR,4.1,0,0
22/01/2017,CHR,5,0,0
22/01/2017,CHR,6,0,0
22/01/2017,CHR,7,7,3
22/01/2017,CHR,7.1,0,0
22/01/2017,CHR,7.2,0,0
22/01/2017,CHR,8,0,0
22/01/2017,CHR,9.1,0,0
22/01/2017,CHR,10,0,0
22/01/2017,CHR,11,0,0
22/01/2017,COR,1,0,0
22/01/2017,COR,2,17,6
22/01/2017,COR,3,15,4
22/01/2017,COR,4,0,0
22/01/2017,COR,5,0,0
22/01/2017,COR,5.1,9,7
22/01/2017,COR,6,0,0
28/01/2017,HUM,1.1,0,0
28/01/2017,HUM,1.2,0,0
28/01/2017,HUM,1.3,0,0
28/01/2017,HUM,2.1,9,11
28/01/2017,HUM,2.2,19,28
28/01/2017,HUM,3,31,53
28/01/2017,HUM,3.1,0,0
28/01/2017,HUM,4,0,0
28/01/2017,HUM,5,0,0
28/01/2017,LIT,1,0,0
28/01/2017,LIT,2,0,0
28/01/2017,LIT,3,0,0
28/01/2017,LIT,4,0,0
28/01/2017,LIT,5,0,0
28/01/2017,LIT,6,0,0
28/01/2017,LIT,7,0,0
28/01/2017,LIT,8,0,0
28/01/2017,LIT,9,0,0
28/01/2017,TOR,1,0,0
28/01/2017,TOR,2,0,0
28/01/2017,TOR,3,0,0
28/01/2017,TOR,4,0,0
28/01/2017,TOR,5,0,0
28/01/2017,TOR,12,0,0
28/01/2017,TOR,13,0,0
28/01/2017,TOR,15,0,0
28/01/2017,TOR,17,0,0
28/01/2017,TOR,18,0,0
28/01/2017,TOR,19,21,1
28/01/2017,TOR,20,15,5
28/01/2017,TOR,21,0,0
28/01/2017,TOR,22,0,0
28/01/2017,TOR,23,0,0
28/01/2017,TOR,23.1,0,0
27/01/2018,CHR,1,0,0
27/01/2018,CHR,2,0,0
27/01/2018,CHR,3,0,0
27/01/2018,CHR,4.1,0,0
27/01/2018,CHR,5,0,0
27/01/2018,CHR,6,0,0
27/01/2018,CHR,7,22,26
27/01/2018,CHR,7.1,0,0
27/01/2018,CHR,7.2,0,0
27/01/2018,CHR,8,0,0
27/01/2018,CHR,9.1,0,0
27/01/2018,CHR,10,0,0
27/01/2018,CHR,11,0,0
27/01/2018,COR,1,0,0
27/01/2018,COR,2,13,9
27/01/2018,COR,3,13,5
27/01/2018,COR,4,0,0
27/01/2018,COR,5,0,0
27/01/2018,COR,5.1,10,8
27/01/2018,COR,6,0,0
27/01/2018,HUM,1.1,0,0
27/01/2018,HUM,1.2,0,0
27/01/2018,HUM,1.3,0,0
27/01/2018,HUM,2.1,8,4
27/01/2018,HUM,2.2,17,20
27/01/2018,HUM,3,34,49
27/01/2018,HUM,3.1,0,0
27/01/2018,HUM,4,0,0
27/01/2018,HUM,5,0,0
27/01/2018,LIT,1,0,0
27/01/2018,LIT,2,0,0
27/01/2018,LIT,3,0,0
27/01/2018,LIT,4,0,0
27/01/2018,LIT,5,0,0
27/01/2018,LIT,6,0,0
27/01/2018,LIT,7,0,0
27/01/2018,LIT,8,0,0
27/01/2018,LIT,9,0,0
27/01/2018,TOR,1,0,0
27/01/2018,TOR,2,0,0
27/01/2018,TOR,3,0,0
27/01/2018,TOR,4,0,0
27/01/2018,TOR,5,0,0
27/01/2018,TOR,12,0,0
27/01/2018,TOR,13,0,0
27/01/2018,TOR,15,0,0
27/01/2018,TOR,17,0,0
27/01/2018,TOR,18,0,0
27/01/2018,TOR,19,7,1
27/01/2018,TOR,20,14,0
27/01/2018,TOR,21,0,0
27/01/2018,TOR,22,0,0
27/01/2018,TOR,23,0,0
27/01/2018,TOR,23.1,0,0
