study_name,time,island_name,colony_code,num_nests,num_nests_with_one_chick,num_nests_with_two_chicks,num_nests_with_eggs
PAL1011,2011-01-02T00:00:00Z,TOR,20.0,19,8,11,2
PAL1011,2011-01-02T00:00:00Z,TOR,21.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,TOR,22.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,TOR,23.0,0,0,0,0
PAL1011,2011-01-02T00:00:00Z,TOR,23.1,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,1.0,4,4,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,2.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,3.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,4.1,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,5.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,6.0,8,7,1,0
PAL1112,2012-01-04T00:00:00Z,CHR,7.1,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,7.2,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,CHR,8.0,15,13,2,3
PAL1112,2012-01-04T00:00:00Z,CHR,9.1,9,5,4,0
PAL1112,2012-01-04T00:00:00Z,CHR,10.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,COR,1.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,COR,2.0,7,3,4,0
PAL1112,2012-01-04T00:00:00Z,COR,3.0,9,3,6,1
PAL1112,2012-01-04T00:00:00Z,COR,4.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,COR,5.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,COR,5.1,18,9,9,2
PAL1112,2012-01-04T00:00:00Z,COR,6.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,HUM,1.1,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,HUM,1.2,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,HUM,1.3,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,HUM,2.1,6,3,3,0
PAL1112,2012-01-04T00:00:00Z,HUM,2.2,17,10,7,1
PAL1112,2012-01-04T00:00:00Z,HUM,3.0,26,7,19,0
PAL1112,2012-01-04T00:00:00Z,HUM,3.1,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,HUM,4.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,HUM,5.0,6,3,3,0
PAL1112,2012-01-04T00:00:00Z,LIT,1.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,LIT,2.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,LIT,4.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,LIT,5.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,LIT,6.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,LIT,7.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,LIT,8.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,LIT,9.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,1.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,2.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,3.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,4.0,4,3,1,0
PAL1112,2012-01-04T00:00:00Z,TOR,5.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,12.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,13.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,15.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,17.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,20.0,14,5,9,0
PAL1112,2012-01-04T00:00:00Z,TOR,21.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,22.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,23.0,0,0,0,0
PAL1112,2012-01-04T00:00:00Z,TOR,23.1,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,1.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,2.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,3.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,4.1,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,5.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,6.0,3,3,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,7.1,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,7.2,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,CHR,8.0,11,6,5,0
PAL1213,2013-01-11T00:00:00Z,CHR,9.1,6,4,2,0
PAL1213,2013-01-11T00:00:00Z,CHR,10.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,COR,1.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,COR,2.0,12,2,10,0
PAL1213,2013-01-11T00:00:00Z,COR,3.0,9,7,2,0
PAL1213,2013-01-11T00:00:00Z,COR,4.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,COR,5.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,COR,5.1,18,9,9,0
PAL1213,2013-01-11T00:00:00Z,COR,6.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,HUM,1.1,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,HUM,1.2,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,HUM,1.3,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,HUM,2.1,14,5,9,0
PAL1213,2013-01-11T00:00:00Z,HUM,2.2,19,6,13,0
PAL1213,2013-01-11T00:00:00Z,HUM,3.0,24,8,16,0
PAL1213,2013-01-11T00:00:00Z,HUM,3.1,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,HUM,4.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,HUM,5.0,6,2,4,0
PAL1213,2013-01-11T00:00:00Z,LIT,1.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,LIT,2.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,LIT,4.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,LIT,5.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,LIT,6.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,LIT,7.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,LIT,8.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,LIT,9.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,1.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,2.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,3.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,4.0,1,1,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,5.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,12.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,13.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,15.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,17.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,20.0,13,4,7,0
PAL1213,2013-01-11T00:00:00Z,TOR,21.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,22.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,23.0,0,0,0,0
PAL1213,2013-01-11T00:00:00Z,TOR,23.1,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,1.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,2.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,3.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,3.1,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,4.1,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,5.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,6.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,7.1,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,7.2,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,8.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,9.1,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,CHR,10.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,COR,1.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,COR,2.0,11,6,5,0
PAL1314,2014-01-13T00:00:00Z,COR,3.0,10,7,3,0
PAL1314,2014-01-13T00:00:00Z,COR,4.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,COR,5.0,0,0,0,0
PAL1314,2014-01-13T00:00:00Z,COR,5.1,8,1,7,0
PAL1314,2014-01-13T00:00:00Z,COR,6.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,HUM,1.1,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,HUM,1.2,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,HUM,1.3,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,HUM,2.1,11,6,5,0
PAL1314,2014-01-15T00:00:00Z,HUM,2.2,22,7,15,0
PAL1314,2014-01-15T00:00:00Z,HUM,3.0,32,15,17,0
PAL1314,2014-01-15T00:00:00Z,HUM,4.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,HUM,5.0,8,4,4,0
PAL1314,2014-01-15T00:00:00Z,LIT,1.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,LIT,2.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,LIT,4.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,LIT,5.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,LIT,6.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,LIT,7.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,LIT,8.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,LIT,9.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,1.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,2.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,3.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,4.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,5.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,12.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,13.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,15.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,17.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,20.0,14,7,7,0
PAL1314,2014-01-15T00:00:00Z,TOR,21.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,22.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,23.0,0,0,0,0
PAL1314,2014-01-15T00:00:00Z,TOR,23.1,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,CHR,1.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,CHR,2.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,CHR,3.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,CHR,4.1,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,CHR,5.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,CHR,6.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,CHR,7.1,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,CHR,7.2,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,CHR,8.0,0,0,0,1
PAL1415,2015-01-10T00:00:00Z,CHR,9.1,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,CHR,10.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,COR,1.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,COR,2.0,9,6,3,0
PAL1415,2015-01-10T00:00:00Z,COR,3.0,9,4,5,2
PAL1415,2015-01-10T00:00:00Z,COR,4.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,COR,5.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,COR,5.1,11,7,4,1
PAL1415,2015-01-10T00:00:00Z,COR,6.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,HUM,1.1,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,HUM,1.2,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,HUM,1.3,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,HUM,2.1,10,4,6,0
PAL1415,2015-01-10T00:00:00Z,HUM,2.2,20,7,13,0
PAL1415,2015-01-10T00:00:00Z,HUM,3.0,45,21,24,0
PAL1415,2015-01-10T00:00:00Z,HUM,3.1,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,HUM,4.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,HUM,5.0,4,3,1,0
PAL1415,2015-01-10T00:00:00Z,LIT,1.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,LIT,2.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,LIT,4.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,LIT,5.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,LIT,6.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,LIT,7.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,LIT,8.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,LIT,9.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,TOR,1.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,TOR,2.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,TOR,3.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,TOR,4.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,TOR,5.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,TOR,12.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,TOR,13.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,TOR,15.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,TOR,17.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,TOR,20.0,14,10,4,1
PAL1415,2015-01-10T00:00:00Z,TOR,21.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,TOR,22.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,TOR,23.0,0,0,0,0
PAL1415,2015-01-10T00:00:00Z,TOR,23.1,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,HUM,1.1,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,HUM,1.2,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,HUM,1.3,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,HUM,2.1,9,5,4,0
PAL1516,2016-01-12T00:00:00Z,HUM,2.2,15,7,8,3
PAL1516,2016-01-12T00:00:00Z,HUM,3.0,24,12,12,2
PAL1516,2016-01-12T00:00:00Z,HUM,3.1,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,HUM,4.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,HUM,5.0,2,1,1,1
PAL1516,2016-01-12T00:00:00Z,LIT,1.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,LIT,2.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,LIT,4.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,LIT,5.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,LIT,6.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,LIT,7.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,LIT,8.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,LIT,9.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,TOR,1.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,TOR,2.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,TOR,3.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,TOR,4.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,TOR,5.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,TOR,12.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,TOR,13.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,TOR,15.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,TOR,17.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,TOR,20.0,1,0,1,0
PAL1516,2016-01-12T00:00:00Z,TOR,21.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,TOR,22.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,TOR,23.0,0,0,0,0
PAL1516,2016-01-12T00:00:00Z,TOR,23.1,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,CHR,1.0,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,CHR,2.0,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,CHR,3.0,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,CHR,4.1,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,CHR,5.0,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,CHR,6.0,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,CHR,7.1,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,CHR,7.2,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,CHR,8.0,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,CHR,9.1,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,CHR,10.0,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,COR,1.0,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,COR,2.0,5,4,1,0
PAL1516,2016-01-14T00:00:00Z,COR,3.0,5,3,2,2
PAL1516,2016-01-14T00:00:00Z,COR,4.0,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,COR,5.0,0,0,0,0
PAL1516,2016-01-14T00:00:00Z,COR,5.1,5,4,1,0
PAL1516,2016-01-14T00:00:00Z,COR,6.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,HUM,1.1,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,HUM,1.2,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,HUM,1.3,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,HUM,2.1,7,3,4,0
PAL1617,2017-01-07T00:00:00Z,HUM,2.2,17,8,9,0
PAL1617,2017-01-07T00:00:00Z,HUM,3.0,33,10,23,0
PAL1617,2017-01-07T00:00:00Z,HUM,3.1,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,HUM,4.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,HUM,5.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,LIT,1.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,LIT,2.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,LIT,4.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,LIT,5.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,LIT,6.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,LIT,7.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,LIT,8.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,LIT,9.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,TOR,1.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,TOR,2.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,TOR,3.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,TOR,4.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,TOR,5.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,TOR,12.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,TOR,13.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,TOR,15.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,TOR,17.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,TOR,20.0,4,2,2,0
PAL1617,2017-01-07T00:00:00Z,TOR,21.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,TOR,22.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,TOR,23.0,0,0,0,0
PAL1617,2017-01-07T00:00:00Z,TOR,23.1,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,CHR,1.0,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,CHR,2.0,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,CHR,3.0,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,CHR,4.1,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,CHR,5.0,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,CHR,6.0,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,CHR,7.1,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,CHR,7.2,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,CHR,8.0,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,CHR,9.1,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,CHR,10.0,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,COR,1.0,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,COR,2.0,3,1,2,0
PAL1617,2017-01-11T00:00:00Z,COR,3.0,4,3,1,0
PAL1617,2017-01-11T00:00:00Z,COR,4.0,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,COR,5.0,0,0,0,0
PAL1617,2017-01-11T00:00:00Z,COR,5.1,5,3,2,0
PAL1617,2017-01-11T00:00:00Z,COR,6.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,HUM,1.1,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,HUM,1.2,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,HUM,1.3,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,HUM,2.1,4,4,0,0
PAL1718,2018-01-08T00:00:00Z,HUM,2.2,13,7,6,1
PAL1718,2018-01-08T00:00:00Z,HUM,3.0,32,9,23,0
PAL1718,2018-01-08T00:00:00Z,HUM,3.1,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,HUM,4.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,HUM,5.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,LIT,1.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,LIT,2.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,LIT,4.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,LIT,5.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,LIT,6.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,LIT,7.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,LIT,8.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,LIT,9.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,TOR,1.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,TOR,2.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,TOR,3.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,TOR,4.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,TOR,5.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,TOR,12.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,TOR,13.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,TOR,15.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,TOR,17.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,TOR,20.0,1,0,1,0
PAL1718,2018-01-08T00:00:00Z,TOR,21.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,TOR,22.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,TOR,23.0,0,0,0,0
PAL1718,2018-01-08T00:00:00Z,TOR,23.1,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,CHR,1.0,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,CHR,2.0,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,CHR,3.0,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,CHR,4.1,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,CHR,5.0,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,CHR,6.0,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,CHR,7.1,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,CHR,7.2,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,CHR,8.0,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,CHR,9.1,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,CHR,10.0,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,COR,1.0,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,COR,2.0,7,4,3,0
PAL1718,2018-01-12T00:00:00Z,COR,3.0,3,1,2,0
PAL1718,2018-01-12T00:00:00Z,COR,4.0,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,COR,5.0,0,0,0,0
PAL1718,2018-01-12T00:00:00Z,COR,5.1,4,0,4,0
PAL1718,2018-01-12T00:00:00Z,COR,6.0,0,0,0,0
