study_name,time,island_name,colony_code,num_breeding_pairs
PAL0405,2004-11-24T00:00:00Z,CHR,7.1,0
PAL0405,2004-11-24T00:00:00Z,CHR,9.1,44
PAL0405,2004-11-24T00:00:00Z,CHR,10.0,0
PAL0405,2004-11-24T00:00:00Z,COR,6.0,1
PAL0405,2004-11-24T00:00:00Z,HUM,1.1,0
PAL0405,2004-11-24T00:00:00Z,HUM,1.2,0
PAL0405,2004-11-24T00:00:00Z,HUM,1.3,0
PAL0405,2004-11-24T00:00:00Z,HUM,2.2,41
PAL0405,2004-11-24T00:00:00Z,HUM,5.0,104
PAL0405,2004-11-24T00:00:00Z,LIT,1.0,0
PAL0405,2004-11-24T00:00:00Z,LIT,2.0,0
PAL0405,2004-11-24T00:00:00Z,LIT,3.0,0
PAL0405,2004-11-24T00:00:00Z,LIT,4.0,0
PAL0405,2004-11-24T00:00:00Z,LIT,5.0,0
PAL0405,2004-11-24T00:00:00Z,LIT,6.0,0
PAL0405,2004-11-24T00:00:00Z,LIT,7.0,0
PAL0405,2004-11-24T00:00:00Z,LIT,8.0,33
PAL0405,2004-11-24T00:00:00Z,LIT,9.0,0
PAL0405,2004-11-24T00:00:00Z,TOR,2.0,0
PAL0405,2004-11-24T00:00:00Z,TOR,3.0,0
PAL0405,2004-11-24T00:00:00Z,TOR,4.0,54
PAL0405,2004-11-24T00:00:00Z,TOR,5.0,33
PAL0405,2004-11-24T00:00:00Z,TOR,6.0,0
PAL0405,2004-11-24T00:00:00Z,TOR,12.0,56
PAL0405,2004-11-24T00:00:00Z,TOR,15.0,77
PAL0405,2004-11-24T00:00:00Z,TOR,17.0,0
PAL0405,2004-11-24T00:00:00Z,TOR,18.0,88
PAL0405,2004-11-24T00:00:00Z,TOR,21.0,0
PAL0405,2004-11-24T00:00:00Z,TOR,22.0,0
PAL0405,2004-11-24T00:00:00Z,TOR,23.0,53
PAL0405,2004-11-24T00:00:00Z,TOR,23.1,0
PAL0405,2004-11-30T00:00:00Z,CHR,3.0,33
PAL0405,2004-11-30T00:00:00Z,CHR,5.0,16
PAL0405,2004-11-30T00:00:00Z,CHR,6.0,76
PAL0405,2004-11-30T00:00:00Z,CHR,7.0,204
PAL0405,2004-11-30T00:00:00Z,CHR,7.2,33
PAL0405,2004-11-30T00:00:00Z,CHR,8.0,74
PAL0405,2004-11-30T00:00:00Z,COR,1.0,0
PAL0405,2004-11-30T00:00:00Z,COR,2.0,47
PAL0405,2004-11-30T00:00:00Z,COR,3.0,30
PAL0405,2004-11-30T00:00:00Z,COR,4.0,0
PAL0405,2004-11-30T00:00:00Z,COR,5.0,74
PAL0405,2004-11-30T00:00:00Z,COR,5.1,72
PAL0405,2004-11-30T00:00:00Z,HUM,3.0,156
PAL0405,2004-11-30T00:00:00Z,HUM,3.1,0
PAL0405,2004-11-30T00:00:00Z,TOR,19.0,266
PAL0405,2004-11-30T00:00:00Z,TOR,20.0,72
PAL0405,2004-12-06T00:00:00Z,TOR,1.0,8
PAL0506,2005-11-18T00:00:00Z,HUM,2.2,40
PAL0506,2005-11-18T00:00:00Z,HUM,5.0,59
PAL0506,2005-11-18T00:00:00Z,TOR,5.0,24
PAL0506,2005-11-18T00:00:00Z,TOR,20.0,59
PAL0506,2005-11-18T00:00:00Z,TOR,23.0,33
PAL0506,2005-11-21T00:00:00Z,CHR,1.0,37
PAL0506,2005-11-21T00:00:00Z,CHR,2.0,0
PAL0506,2005-11-21T00:00:00Z,CHR,3.0,34
PAL0506,2005-11-21T00:00:00Z,CHR,3.1,0
PAL0506,2005-11-21T00:00:00Z,CHR,4.1,0
PAL0506,2005-11-21T00:00:00Z,CHR,4.2,0
PAL0506,2005-11-21T00:00:00Z,CHR,5.0,11
PAL0506,2005-11-21T00:00:00Z,CHR,6.0,62
PAL0506,2005-11-21T00:00:00Z,CHR,7.0,215
PAL0506,2005-11-21T00:00:00Z,CHR,7.1,0
PAL0506,2005-11-21T00:00:00Z,CHR,7.2,27
PAL0506,2005-11-21T00:00:00Z,CHR,8.0,75
PAL0506,2005-11-21T00:00:00Z,CHR,9.1,39
PAL0506,2005-11-21T00:00:00Z,CHR,10.0,0
PAL0506,2005-11-21T00:00:00Z,COR,1.0,0
PAL0506,2005-11-21T00:00:00Z,COR,2.0,44
PAL0506,2005-11-21T00:00:00Z,COR,3.0,29
PAL0506,2005-11-21T00:00:00Z,COR,4.0,0
PAL0506,2005-11-21T00:00:00Z,COR,5.0,36
PAL0506,2005-11-21T00:00:00Z,COR,5.1,57
PAL0506,2005-11-21T00:00:00Z,COR,6.0,0
PAL0506,2005-11-21T00:00:00Z,HUM,1.1,0
PAL0506,2005-11-21T00:00:00Z,HUM,1.2,0
PAL0506,2005-11-21T00:00:00Z,HUM,1.3,0
PAL0506,2005-11-21T00:00:00Z,HUM,2.1,36
PAL0506,2005-11-21T00:00:00Z,HUM,3.0,136
PAL0506,2005-11-21T00:00:00Z,HUM,3.1,0
PAL0506,2005-11-21T00:00:00Z,HUM,4.0,14
PAL0506,2005-11-21T00:00:00Z,LIT,1.0,0
PAL0506,2005-11-21T00:00:00Z,LIT,2.0,0
PAL0506,2005-11-21T00:00:00Z,LIT,3.0,0
PAL0506,2005-11-21T00:00:00Z,LIT,4.0,0
PAL0506,2005-11-21T00:00:00Z,LIT,5.0,0
PAL0506,2005-11-21T00:00:00Z,LIT,6.0,0
PAL0506,2005-11-21T00:00:00Z,LIT,7.0,0
PAL0506,2005-11-21T00:00:00Z,LIT,8.0,15
PAL0506,2005-11-21T00:00:00Z,LIT,9.0,0
PAL0506,2005-11-21T00:00:00Z,TOR,1.0,0
PAL0506,2005-11-21T00:00:00Z,TOR,2.0,0
PAL0506,2005-11-21T00:00:00Z,TOR,3.0,0
PAL0506,2005-11-21T00:00:00Z,TOR,4.0,39
PAL0506,2005-11-21T00:00:00Z,TOR,6.0,0
PAL0506,2005-11-21T00:00:00Z,TOR,12.0,26
PAL0506,2005-11-21T00:00:00Z,TOR,13.0,15
PAL0506,2005-11-21T00:00:00Z,TOR,15.0,65
PAL0506,2005-11-21T00:00:00Z,TOR,17.0,0
PAL0506,2005-11-21T00:00:00Z,TOR,18.0,49
PAL0506,2005-11-21T00:00:00Z,TOR,19.0,209
PAL0506,2005-11-21T00:00:00Z,TOR,21.0,0
PAL0506,2005-11-21T00:00:00Z,TOR,22.0,0
PAL0506,2005-11-21T00:00:00Z,TOR,23.1,0
PAL0607,2006-11-15T00:00:00Z,CHR,1.0,28
PAL0607,2006-11-15T00:00:00Z,CHR,2.0,0
PAL0607,2006-11-15T00:00:00Z,CHR,3.0,31
PAL0607,2006-11-15T00:00:00Z,CHR,3.1,0
PAL0607,2006-11-15T00:00:00Z,CHR,4.1,0
PAL0607,2006-11-15T00:00:00Z,CHR,4.2,0
PAL0607,2006-11-15T00:00:00Z,CHR,5.0,4
PAL0607,2006-11-15T00:00:00Z,CHR,6.0,45
PAL0607,2006-11-15T00:00:00Z,CHR,7.1,0
PAL0607,2006-11-15T00:00:00Z,CHR,7.2,23
PAL0607,2006-11-15T00:00:00Z,CHR,8.0,67
PAL0607,2006-11-15T00:00:00Z,CHR,9.1,31
PAL0607,2006-11-15T00:00:00Z,CHR,10.0,0
PAL0607,2006-11-15T00:00:00Z,COR,1.0,0
PAL0607,2006-11-15T00:00:00Z,COR,2.0,37
PAL0607,2006-11-15T00:00:00Z,COR,3.0,27
PAL0607,2006-11-15T00:00:00Z,COR,4.0,0
PAL0607,2006-11-15T00:00:00Z,COR,5.0,20
PAL0607,2006-11-15T00:00:00Z,COR,5.1,50
PAL0607,2006-11-15T00:00:00Z,COR,6.0,0
PAL0607,2006-11-15T00:00:00Z,HUM,1.1,0
PAL0607,2006-11-15T00:00:00Z,HUM,1.2,0
PAL0607,2006-11-15T00:00:00Z,HUM,1.3,0
PAL0607,2006-11-15T00:00:00Z,HUM,2.1,26
PAL0607,2006-11-15T00:00:00Z,HUM,2.2,29
PAL0607,2006-11-15T00:00:00Z,HUM,3.0,85
PAL0607,2006-11-15T00:00:00Z,HUM,3.1,0
PAL0607,2006-11-15T00:00:00Z,HUM,4.0,13
PAL0607,2006-11-15T00:00:00Z,HUM,5.0,35
PAL0607,2006-11-15T00:00:00Z,LIT,1.0,0
PAL0607,2006-11-15T00:00:00Z,LIT,2.0,0
PAL0607,2006-11-15T00:00:00Z,LIT,3.0,0
PAL0607,2006-11-15T00:00:00Z,LIT,4.0,0
PAL0607,2006-11-15T00:00:00Z,LIT,5.0,0
PAL0607,2006-11-15T00:00:00Z,LIT,6.0,0
PAL0607,2006-11-15T00:00:00Z,LIT,7.0,0
PAL0607,2006-11-15T00:00:00Z,LIT,8.0,4
PAL0607,2006-11-15T00:00:00Z,LIT,9.0,0
PAL0607,2006-11-15T00:00:00Z,TOR,1.0,0
PAL0607,2006-11-15T00:00:00Z,TOR,2.0,0
PAL0607,2006-11-15T00:00:00Z,TOR,3.0,0
PAL0607,2006-11-15T00:00:00Z,TOR,4.0,27
PAL0607,2006-11-15T00:00:00Z,TOR,5.0,13
PAL0607,2006-11-15T00:00:00Z,TOR,6.0,0
PAL0607,2006-11-15T00:00:00Z,TOR,12.0,6
PAL0607,2006-11-15T00:00:00Z,TOR,13.0,7
PAL0607,2006-11-15T00:00:00Z,TOR,15.0,54
PAL0607,2006-11-15T00:00:00Z,TOR,17.0,0
PAL0607,2006-11-15T00:00:00Z,TOR,18.0,36
PAL0607,2006-11-15T00:00:00Z,TOR,19.0,164
PAL0607,2006-11-15T00:00:00Z,TOR,20.0,47
PAL0607,2006-11-15T00:00:00Z,TOR,21.0,0
PAL0607,2006-11-15T00:00:00Z,TOR,22.0,0
PAL0607,2006-11-15T00:00:00Z,TOR,23.0,8
PAL0607,2006-11-15T00:00:00Z,TOR,23.1,0
PAL0708,2007-11-19T00:00:00Z,CHR,1.0,8
PAL0708,2007-11-19T00:00:00Z,CHR,2.0,0
PAL0708,2007-11-19T00:00:00Z,CHR,3.0,21
PAL0708,2007-11-19T00:00:00Z,CHR,4.1,0
PAL0708,2007-11-19T00:00:00Z,CHR,5.0,0
PAL0708,2007-11-19T00:00:00Z,CHR,6.0,30
PAL0708,2007-11-19T00:00:00Z,CHR,7.0,180
PAL0708,2007-11-19T00:00:00Z,CHR,7.1,0
PAL0708,2007-11-19T00:00:00Z,CHR,7.2,14
PAL0708,2007-11-19T00:00:00Z,CHR,8.0,42
PAL0708,2007-11-19T00:00:00Z,CHR,9.1,34
PAL0708,2007-11-19T00:00:00Z,CHR,10.0,0
PAL0708,2007-11-19T00:00:00Z,CHR,11.0,0
PAL0708,2007-11-19T00:00:00Z,COR,1.0,0
PAL0708,2007-11-19T00:00:00Z,COR,2.0,25
PAL0708,2007-11-19T00:00:00Z,COR,3.0,22
PAL0708,2007-11-19T00:00:00Z,COR,4.0,0
PAL0708,2007-11-19T00:00:00Z,COR,5.0,8
PAL0708,2007-11-19T00:00:00Z,COR,5.1,39
PAL0708,2007-11-19T00:00:00Z,COR,6.0,0
PAL0708,2007-11-19T00:00:00Z,HUM,1.1,0
PAL0708,2007-11-19T00:00:00Z,HUM,1.2,0
PAL0708,2007-11-19T00:00:00Z,HUM,1.3,0
PAL0708,2007-11-19T00:00:00Z,HUM,2.1,26
PAL0708,2007-11-19T00:00:00Z,HUM,2.2,33
PAL0708,2007-11-19T00:00:00Z,HUM,3.0,85
PAL0708,2007-11-19T00:00:00Z,HUM,3.1,0
PAL0708,2007-11-19T00:00:00Z,HUM,4.0,0
PAL0708,2007-11-19T00:00:00Z,HUM,5.0,34
PAL0708,2007-11-19T00:00:00Z,TOR,1.0,0
PAL0708,2007-11-19T00:00:00Z,TOR,2.0,0
PAL0708,2007-11-19T00:00:00Z,TOR,3.0,0
PAL0708,2007-11-19T00:00:00Z,TOR,4.0,6
PAL0708,2007-11-19T00:00:00Z,TOR,5.0,10
PAL0708,2007-11-19T00:00:00Z,TOR,12.0,0
PAL0708,2007-11-19T00:00:00Z,TOR,13.0,0
PAL0708,2007-11-19T00:00:00Z,TOR,15.0,38
PAL0708,2007-11-19T00:00:00Z,TOR,17.0,0
PAL0708,2007-11-19T00:00:00Z,TOR,18.0,26
PAL0708,2007-11-19T00:00:00Z,TOR,19.0,131
PAL0708,2007-11-19T00:00:00Z,TOR,20.0,35
PAL0708,2007-11-19T00:00:00Z,TOR,21.0,0
PAL0708,2007-11-19T00:00:00Z,TOR,22.0,0
PAL0708,2007-11-19T00:00:00Z,TOR,23.0,0
PAL0708,2007-11-19T00:00:00Z,TOR,23.1,0
PAL0708,2007-11-20T00:00:00Z,LIT,1.0,0
PAL0708,2007-11-20T00:00:00Z,LIT,2.0,0
PAL0708,2007-11-20T00:00:00Z,LIT,3.0,0
PAL0708,2007-11-20T00:00:00Z,LIT,4.0,0
PAL0708,2007-11-20T00:00:00Z,LIT,5.0,0
PAL0708,2007-11-20T00:00:00Z,LIT,6.0,0
PAL0708,2007-11-20T00:00:00Z,LIT,7.0,0
PAL0708,2007-11-20T00:00:00Z,LIT,8.0,0
PAL0708,2007-11-20T00:00:00Z,LIT,9.0,0
PAL0809,2008-11-16T00:00:00Z,CHR,1.0,8
PAL0809,2008-11-16T00:00:00Z,CHR,2.0,0
PAL0809,2008-11-16T00:00:00Z,CHR,3.0,17
PAL0809,2008-11-16T00:00:00Z,CHR,4.1,0
PAL0809,2008-11-16T00:00:00Z,CHR,5.0,0
PAL0809,2008-11-16T00:00:00Z,CHR,6.0,23
PAL0809,2008-11-16T00:00:00Z,CHR,7.0,151
PAL0809,2008-11-16T00:00:00Z,CHR,7.1,0
PAL0809,2008-11-16T00:00:00Z,CHR,7.2,10
PAL0809,2008-11-16T00:00:00Z,CHR,8.0,40
PAL0809,2008-11-16T00:00:00Z,CHR,9.1,27
PAL0809,2008-11-16T00:00:00Z,CHR,10.0,0
PAL0809,2008-11-16T00:00:00Z,CHR,11.0,0
PAL0809,2008-11-16T00:00:00Z,COR,1.0,0
PAL0809,2008-11-16T00:00:00Z,COR,2.0,26
PAL0809,2008-11-16T00:00:00Z,COR,3.0,20
PAL0809,2008-11-16T00:00:00Z,COR,4.0,0
PAL0809,2008-11-16T00:00:00Z,COR,5.0,9
PAL0809,2008-11-16T00:00:00Z,COR,5.1,33
PAL0809,2008-11-16T00:00:00Z,COR,6.0,0
PAL0809,2008-11-16T00:00:00Z,HUM,1.1,0
PAL0809,2008-11-16T00:00:00Z,HUM,1.2,0
PAL0809,2008-11-16T00:00:00Z,HUM,1.3,0
PAL0809,2008-11-16T00:00:00Z,HUM,2.1,18
PAL0809,2008-11-16T00:00:00Z,HUM,2.2,31
PAL0809,2008-11-16T00:00:00Z,HUM,3.0,68
PAL0809,2008-11-16T00:00:00Z,HUM,3.1,0
PAL0809,2008-11-16T00:00:00Z,HUM,4.0,0
PAL0809,2008-11-16T00:00:00Z,HUM,5.0,22
PAL0809,2008-11-16T00:00:00Z,LIT,1.0,0
PAL0809,2008-11-16T00:00:00Z,LIT,2.0,0
PAL0809,2008-11-16T00:00:00Z,LIT,3.0,0
PAL0809,2008-11-16T00:00:00Z,LIT,4.0,0
PAL0809,2008-11-16T00:00:00Z,LIT,5.0,0
PAL0809,2008-11-16T00:00:00Z,LIT,6.0,0
PAL0809,2008-11-16T00:00:00Z,LIT,7.0,0
PAL0809,2008-11-16T00:00:00Z,LIT,8.0,0
PAL0809,2008-11-16T00:00:00Z,LIT,9.0,0
PAL0809,2008-11-16T00:00:00Z,TOR,1.0,0
PAL0809,2008-11-16T00:00:00Z,TOR,2.0,0
PAL0809,2008-11-16T00:00:00Z,TOR,3.0,0
PAL0809,2008-11-16T00:00:00Z,TOR,4.0,10
PAL0809,2008-11-16T00:00:00Z,TOR,5.0,0
PAL0809,2008-11-16T00:00:00Z,TOR,12.0,0
PAL0809,2008-11-16T00:00:00Z,TOR,13.0,0
PAL0809,2008-11-16T00:00:00Z,TOR,15.0,24
PAL0809,2008-11-16T00:00:00Z,TOR,17.0,0
PAL0809,2008-11-16T00:00:00Z,TOR,18.0,25
PAL0809,2008-11-16T00:00:00Z,TOR,19.0,118
PAL0809,2008-11-16T00:00:00Z,TOR,20.0,37
PAL0809,2008-11-16T00:00:00Z,TOR,21.0,0
PAL0809,2008-11-16T00:00:00Z,TOR,22.0,0
PAL0809,2008-11-16T00:00:00Z,TOR,23.0,0
PAL0809,2008-11-16T00:00:00Z,TOR,23.1,0
PAL0910,2009-11-21T00:00:00Z,HUM,1.1,0
PAL0910,2009-11-21T00:00:00Z,HUM,1.2,0
PAL0910,2009-11-21T00:00:00Z,HUM,1.3,0
PAL0910,2009-11-21T00:00:00Z,HUM,2.1,21
PAL0910,2009-11-21T00:00:00Z,HUM,2.2,33
PAL0910,2009-11-21T00:00:00Z,HUM,3.0,63
PAL0910,2009-11-21T00:00:00Z,HUM,3.1,0
PAL0910,2009-11-21T00:00:00Z,HUM,4.0,0
PAL0910,2009-11-21T00:00:00Z,HUM,5.0,21
PAL0910,2009-11-22T00:00:00Z,CHR,1.0,9
PAL0910,2009-11-22T00:00:00Z,CHR,2.0,0
PAL0910,2009-11-22T00:00:00Z,CHR,3.0,17
PAL0910,2009-11-22T00:00:00Z,CHR,4.1,0
PAL0910,2009-11-22T00:00:00Z,CHR,5.0,0
PAL0910,2009-11-22T00:00:00Z,CHR,6.0,25
PAL0910,2009-11-22T00:00:00Z,CHR,7.0,145
PAL0910,2009-11-22T00:00:00Z,CHR,7.1,0
PAL0910,2009-11-22T00:00:00Z,CHR,7.2,12
PAL0910,2009-11-22T00:00:00Z,CHR,8.0,40
PAL0910,2009-11-22T00:00:00Z,CHR,9.1,34
PAL0910,2009-11-22T00:00:00Z,CHR,10.0,0
PAL0910,2009-11-22T00:00:00Z,CHR,11.0,0
PAL0910,2009-11-22T00:00:00Z,COR,1.0,0
PAL0910,2009-11-22T00:00:00Z,COR,2.0,23
PAL0910,2009-11-22T00:00:00Z,COR,3.0,19
PAL0910,2009-11-22T00:00:00Z,COR,4.0,0
PAL0910,2009-11-22T00:00:00Z,COR,5.0,4
PAL0910,2009-11-22T00:00:00Z,COR,5.1,32
PAL0910,2009-11-22T00:00:00Z,COR,6.0,0
PAL0910,2009-11-22T00:00:00Z,LIT,1.0,0
PAL0910,2009-11-22T00:00:00Z,LIT,2.0,0
PAL0910,2009-11-22T00:00:00Z,LIT,3.0,0
PAL0910,2009-11-22T00:00:00Z,LIT,4.0,0
PAL0910,2009-11-22T00:00:00Z,LIT,5.0,0
PAL0910,2009-11-22T00:00:00Z,LIT,6.0,0
PAL0910,2009-11-22T00:00:00Z,LIT,7.0,0
PAL0910,2009-11-22T00:00:00Z,LIT,8.0,0
PAL0910,2009-11-22T00:00:00Z,LIT,9.0,0
PAL0910,2009-11-24T00:00:00Z,TOR,1.0,0
PAL0910,2009-11-24T00:00:00Z,TOR,2.0,0
PAL0910,2009-11-24T00:00:00Z,TOR,3.0,0
PAL0910,2009-11-24T00:00:00Z,TOR,4.0,12
PAL0910,2009-11-24T00:00:00Z,TOR,5.0,0
PAL0910,2009-11-24T00:00:00Z,TOR,12.0,0
PAL0910,2009-11-24T00:00:00Z,TOR,13.0,0
PAL0910,2009-11-24T00:00:00Z,TOR,15.0,21
PAL0910,2009-11-24T00:00:00Z,TOR,17.0,0
PAL0910,2009-11-24T00:00:00Z,TOR,18.0,22
PAL0910,2009-11-24T00:00:00Z,TOR,19.0,118
PAL0910,2009-11-24T00:00:00Z,TOR,20.0,43
PAL0910,2009-11-24T00:00:00Z,TOR,21.0,0
PAL0910,2009-11-24T00:00:00Z,TOR,22.0,0
PAL0910,2009-11-24T00:00:00Z,TOR,23.0,0
PAL0910,2009-11-24T00:00:00Z,TOR,23.1,0
PAL1011,2010-11-18T00:00:00Z,LIT,1.0,0
PAL1011,2010-11-18T00:00:00Z,LIT,2.0,0
PAL1011,2010-11-18T00:00:00Z,LIT,3.0,0
PAL1011,2010-11-18T00:00:00Z,LIT,4.0,0
PAL1011,2010-11-18T00:00:00Z,LIT,5.0,0
PAL1011,2010-11-18T00:00:00Z,LIT,6.0,0
PAL1011,2010-11-18T00:00:00Z,LIT,7.0,0
PAL1011,2010-11-18T00:00:00Z,LIT,8.0,0
PAL1011,2010-11-18T00:00:00Z,LIT,9.0,0
PAL1011,2010-11-19T00:00:00Z,HUM,1.1,0
PAL1011,2010-11-19T00:00:00Z,HUM,1.2,0
PAL1011,2010-11-19T00:00:00Z,HUM,1.3,0
PAL1011,2010-11-19T00:00:00Z,HUM,2.1,14
PAL1011,2010-11-19T00:00:00Z,HUM,2.2,29
PAL1011,2010-11-19T00:00:00Z,HUM,3.0,49
PAL1011,2010-11-19T00:00:00Z,HUM,3.1,0
PAL1011,2010-11-19T00:00:00Z,HUM,4.0,0
PAL1011,2010-11-19T00:00:00Z,HUM,5.0,22
PAL1011,2010-11-19T00:00:00Z,TOR,1.0,0
PAL1011,2010-11-19T00:00:00Z,TOR,2.0,0
PAL1011,2010-11-19T00:00:00Z,TOR,3.0,0
PAL1011,2010-11-19T00:00:00Z,TOR,4.0,10
PAL1011,2010-11-19T00:00:00Z,TOR,5.0,0
PAL1011,2010-11-19T00:00:00Z,TOR,12.0,0
PAL1011,2010-11-19T00:00:00Z,TOR,13.0,0
PAL1011,2010-11-19T00:00:00Z,TOR,15.0,11
PAL1011,2010-11-19T00:00:00Z,TOR,17.0,0
PAL1011,2010-11-19T00:00:00Z,TOR,18.0,14
PAL1011,2010-11-19T00:00:00Z,TOR,19.0,86
PAL1011,2010-11-19T00:00:00Z,TOR,20.0,35
PAL1011,2010-11-19T00:00:00Z,TOR,21.0,0
PAL1011,2010-11-19T00:00:00Z,TOR,22.0,0
PAL1011,2010-11-19T00:00:00Z,TOR,23.0,0
PAL1011,2010-11-19T00:00:00Z,TOR,23.1,0
PAL1011,2010-11-23T00:00:00Z,CHR,1.0,4
PAL1011,2010-11-23T00:00:00Z,CHR,2.0,0
PAL1011,2010-11-23T00:00:00Z,CHR,3.0,8
PAL1011,2010-11-23T00:00:00Z,CHR,4.1,0
PAL1011,2010-11-23T00:00:00Z,CHR,5.0,0
PAL1011,2010-11-23T00:00:00Z,CHR,6.0,16
PAL1011,2010-11-23T00:00:00Z,CHR,7.0,127
PAL1011,2010-11-23T00:00:00Z,CHR,7.1,0
PAL1011,2010-11-23T00:00:00Z,CHR,7.2,9
PAL1011,2010-11-23T00:00:00Z,CHR,8.0,28
PAL1011,2010-11-23T00:00:00Z,CHR,9.1,22
PAL1011,2010-11-23T00:00:00Z,CHR,10.0,0
PAL1011,2010-11-23T00:00:00Z,CHR,11.0,0
PAL1011,2010-11-23T00:00:00Z,COR,1.0,0
PAL1011,2010-11-23T00:00:00Z,COR,2.0,17
PAL1011,2010-11-23T00:00:00Z,COR,3.0,13
PAL1011,2010-11-23T00:00:00Z,COR,4.0,0
PAL1011,2010-11-23T00:00:00Z,COR,5.0,0
PAL1011,2010-11-23T00:00:00Z,COR,5.1,29
PAL1011,2010-11-23T00:00:00Z,COR,6.0,0
